id,user_id,event_name,event_time,event_props,client_ip,device_id,ua
58,7,open_profile,2025-08-25 13:01:13,"{""card_id"": 880, ""stay_ms"": 12740}",127.0.0.1,gi26t7p7d52k,Mozilla/5.0
59,7,video_book,2025-07-18 04:51:13,"{""card_id"": 82, ""stay_ms"": 16365}",127.0.0.1,26ukutkb3rxy,Mozilla/5.0
60,8,video_book,2025-08-23 22:21:13,"{""card_id"": 1512, ""stay_ms"": 11181}",127.0.0.1,czpc686bzvwa,Mozilla/5.0
61,8,open_chat,2025-07-07 23:29:13,"{""card_id"": 1320, ""stay_ms"": 11208}",127.0.0.1,d0d3ackeop7m,Mozilla/5.0
62,8,view_card,2025-07-13 18:01:13,"{""card_id"": 1017, ""stay_ms"": 6151}",127.0.0.1,1gfd1ti1u1mz,Mozilla/5.0
63,8,report,2025-08-22 18:54:13,"{""card_id"": 755, ""stay_ms"": 15026}",127.0.0.1,twzxz9ogf2by,Mozilla/5.0
64,8,date_create,2025-08-11 21:21:13,"{""card_id"": 98, ""stay_ms"": 17404}",127.0.0.1,s14ctynechex,Mozilla/5.0
65,8,like,2025-08-10 10:40:13,"{""card_id"": 723, ""stay_ms"": 9516}",127.0.0.1,ow80x4aakpid,Mozilla/5.0
66,8,view_card,2025-09-09 14:57:13,"{""card_id"": 717, ""stay_ms"": 6429}",127.0.0.1,ki5iomh9eya1,Mozilla/5.0
67,8,open_chat,2025-07-06 08:38:13,"{""card_id"": 1053, ""stay_ms"": 11687}",127.0.0.1,fezzscsbx2gv,Mozilla/5.0
68,8,video_book,2025-07-16 16:11:13,"{""card_id"": 706, ""stay_ms"": 11945}",127.0.0.1,f8ecoaf447jw,Mozilla/5.0
69,8,reject,2025-07-31 07:55:13,"{""card_id"": 1415, ""stay_ms"": 6747}",127.0.0.1,yxcddvztzsna,Mozilla/5.0
70,8,video_book,2025-08-22 08:41:13,"{""card_id"": 917, ""stay_ms"": 10603}",127.0.0.1,xmakewpk2c15,Mozilla/5.0
71,8,reject,2025-08-21 03:26:13,"{""card_id"": 662, ""stay_ms"": 13253}",127.0.0.1,uu73avsnotfp,Mozilla/5.0
72,9,reject,2025-08-16 23:17:13,"{""card_id"": 553, ""stay_ms"": 12377}",127.0.0.1,o3j3weob8kuz,Mozilla/5.0
73,9,open_profile,2025-09-09 07:28:13,"{""card_id"": 1457, ""stay_ms"": 12158}",127.0.0.1,t7lmjp0xagqc,Mozilla/5.0
74,9,send_msg,2025-07-18 02:16:13,"{""card_id"": 850, ""stay_ms"": 3737}",127.0.0.1,h3bb3mhozt3k,Mozilla/5.0
75,9,report,2025-07-12 17:11:13,"{""card_id"": 58, ""stay_ms"": 8328}",127.0.0.1,zfxot8k5gfdb,Mozilla/5.0
76,9,view_card,2025-07-29 01:19:13,"{""card_id"": 6, ""stay_ms"": 2355}",127.0.0.1,xzu6hw0k411v,Mozilla/5.0
77,9,report,2025-08-01 05:16:13,"{""card_id"": 1769, ""stay_ms"": 1631}",127.0.0.1,11i1uvjm8wgl,Mozilla/5.0
78,9,video_book,2025-07-08 20:28:13,"{""card_id"": 1354, ""stay_ms"": 5821}",127.0.0.1,dp394m9bj35b,Mozilla/5.0
79,10,reject,2025-07-04 17:16:13,"{""card_id"": 1422, ""stay_ms"": 18707}",127.0.0.1,x8yfmao75m5z,Mozilla/5.0
80,10,report,2025-07-28 02:51:13,"{""card_id"": 680, ""stay_ms"": 16871}",127.0.0.1,lwfdhjc3hw85,Mozilla/5.0
81,10,like,2025-08-25 05:39:13,"{""card_id"": 888, ""stay_ms"": 16380}",127.0.0.1,r7uass4rz1bg,Mozilla/5.0
82,10,open_profile,2025-07-19 20:04:13,"{""card_id"": 1092, ""stay_ms"": 4684}",127.0.0.1,jffgdzmf3lcz,Mozilla/5.0
83,10,view_card,2025-08-24 06:33:13,"{""card_id"": 1693, ""stay_ms"": 16803}",127.0.0.1,4t3mt7vhos6d,Mozilla/5.0
84,10,send_msg,2025-08-19 12:43:13,"{""card_id"": 971, ""stay_ms"": 16775}",127.0.0.1,7zay32oawqgc,Mozilla/5.0
85,11,open_chat,2025-08-16 15:20:13,"{""card_id"": 619, ""stay_ms"": 10985}",127.0.0.1,87jrjr1oflpp,Mozilla/5.0
86,11,send_msg,2025-06-30 22:57:13,"{""card_id"": 393, ""stay_ms"": 19876}",127.0.0.1,py5q8bj7x2ah,Mozilla/5.0
87,11,like,2025-08-26 03:37:13,"{""card_id"": 433, ""stay_ms"": 9746}",127.0.0.1,54tj0za1di74,Mozilla/5.0
88,11,date_create,2025-07-10 19:09:13,"{""card_id"": 1128, ""stay_ms"": 10952}",127.0.0.1,w95sklt2dbva,Mozilla/5.0
89,11,date_create,2025-06-29 07:57:13,"{""card_id"": 881, ""stay_ms"": 12126}",127.0.0.1,viwrac7en94w,Mozilla/5.0
90,11,date_create,2025-09-06 18:05:13,"{""card_id"": 277, ""stay_ms"": 17554}",127.0.0.1,a9gx8wltn202,Mozilla/5.0
91,12,reject,2025-08-23 19:14:13,"{""card_id"": 1034, ""stay_ms"": 16940}",127.0.0.1,ukoatooec3eq,Mozilla/5.0
92,12,video_book,2025-07-31 07:02:13,"{""card_id"": 1486, ""stay_ms"": 1971}",127.0.0.1,snfdcxqrzfis,Mozilla/5.0
93,12,view_card,2025-07-20 08:12:13,"{""card_id"": 285, ""stay_ms"": 13443}",127.0.0.1,ld1dmx47yvez,Mozilla/5.0
94,12,like,2025-06-17 02:52:13,"{""card_id"": 1163, ""stay_ms"": 1578}",127.0.0.1,avvvxpsdckmp,Mozilla/5.0
95,12,reject,2025-09-09 05:47:13,"{""card_id"": 1002, ""stay_ms"": 12081}",127.0.0.1,qu4x9651kn8r,Mozilla/5.0
96,12,send_msg,2025-06-21 18:52:13,"{""card_id"": 1453, ""stay_ms"": 18744}",127.0.0.1,ns5dicaaeyky,Mozilla/5.0
97,12,reject,2025-08-05 10:58:13,"{""card_id"": 1677, ""stay_ms"": 15711}",127.0.0.1,zfwqmdb6t6ge,Mozilla/5.0
98,12,date_create,2025-06-30 23:53:13,"{""card_id"": 1092, ""stay_ms"": 16050}",127.0.0.1,7b414k2dvbkl,Mozilla/5.0
99,13,video_book,2025-06-17 16:37:13,"{""card_id"": 1642, ""stay_ms"": 2411}",127.0.0.1,1wwg96t5uoln,Mozilla/5.0
100,13,report,2025-08-28 16:47:13,"{""card_id"": 1293, ""stay_ms"": 2858}",127.0.0.1,lletcmazb4js,Mozilla/5.0
101,13,view_card,2025-07-26 04:05:13,"{""card_id"": 1624, ""stay_ms"": 8311}",127.0.0.1,yahrk7n67d8e,Mozilla/5.0
102,13,reject,2025-07-29 11:40:13,"{""card_id"": 1698, ""stay_ms"": 4305}",127.0.0.1,elghn7w10ifp,Mozilla/5.0
103,13,view_card,2025-06-17 08:51:13,"{""card_id"": 670, ""stay_ms"": 13788}",127.0.0.1,nfpsq7xlwc6a,Mozilla/5.0
104,13,reject,2025-08-16 01:42:13,"{""card_id"": 1628, ""stay_ms"": 6651}",127.0.0.1,ub6aq2sw1786,Mozilla/5.0
105,13,view_card,2025-08-17 16:51:13,"{""card_id"": 1819, ""stay_ms"": 14399}",127.0.0.1,zm6pdgvwzk8f,Mozilla/5.0
106,14,view_card,2025-09-01 20:08:13,"{""card_id"": 1305, ""stay_ms"": 9141}",127.0.0.1,c0zbrtnbrzm4,Mozilla/5.0
107,14,like,2025-07-19 23:26:13,"{""card_id"": 1724, ""stay_ms"": 19351}",127.0.0.1,9nsemogwf9du,Mozilla/5.0
108,14,open_chat,2025-07-21 12:09:13,"{""card_id"": 1528, ""stay_ms"": 17132}",127.0.0.1,szu2ne0gjud9,Mozilla/5.0
109,14,report,2025-08-22 19:45:13,"{""card_id"": 544, ""stay_ms"": 4125}",127.0.0.1,0sgrcpw91f1s,Mozilla/5.0
110,14,open_profile,2025-07-28 21:51:13,"{""card_id"": 1790, ""stay_ms"": 14586}",127.0.0.1,g44fh379wpd2,Mozilla/5.0
111,14,video_book,2025-09-01 11:34:13,"{""card_id"": 247, ""stay_ms"": 13937}",127.0.0.1,1pjxkn38tob9,Mozilla/5.0
112,14,like,2025-07-30 18:28:13,"{""card_id"": 900, ""stay_ms"": 14858}",127.0.0.1,ozwx67kjkitc,Mozilla/5.0
113,14,reject,2025-09-03 23:06:13,"{""card_id"": 1649, ""stay_ms"": 11564}",127.0.0.1,1euic60c5yfn,Mozilla/5.0
114,14,video_book,2025-07-25 18:52:13,"{""card_id"": 1643, ""stay_ms"": 7780}",127.0.0.1,ehyym3kljmsp,Mozilla/5.0
115,15,open_profile,2025-08-08 22:08:13,"{""card_id"": 1930, ""stay_ms"": 11120}",127.0.0.1,5puy4np47wyi,Mozilla/5.0
116,15,date_create,2025-07-16 19:40:13,"{""card_id"": 1587, ""stay_ms"": 3033}",127.0.0.1,ux36oahmfpfv,Mozilla/5.0
117,15,open_chat,2025-08-07 06:18:13,"{""card_id"": 1855, ""stay_ms"": 5118}",127.0.0.1,j53xuf5p6qfd,Mozilla/5.0
118,15,view_card,2025-09-12 01:13:13,"{""card_id"": 301, ""stay_ms"": 1748}",127.0.0.1,ywxo7ov404w7,Mozilla/5.0
119,15,view_card,2025-08-14 23:01:13,"{""card_id"": 1219, ""stay_ms"": 13858}",127.0.0.1,y5vr9e4a9wvw,Mozilla/5.0
120,15,date_create,2025-09-12 02:18:13,"{""card_id"": 720, ""stay_ms"": 13039}",127.0.0.1,9yzwzzfyjpv5,Mozilla/5.0
121,16,video_book,2025-08-24 06:34:13,"{""card_id"": 1507, ""stay_ms"": 2102}",127.0.0.1,r7yu71it2g80,Mozilla/5.0
122,16,report,2025-06-22 02:30:13,"{""card_id"": 1733, ""stay_ms"": 11572}",127.0.0.1,wmsqinwc3p25,Mozilla/5.0
123,16,video_book,2025-09-04 18:47:13,"{""card_id"": 639, ""stay_ms"": 4734}",127.0.0.1,p4bd749aiehw,Mozilla/5.0
124,16,open_chat,2025-07-20 14:03:13,"{""card_id"": 1447, ""stay_ms"": 10422}",127.0.0.1,62zap1v1xhci,Mozilla/5.0
125,16,open_profile,2025-06-21 06:59:13,"{""card_id"": 211, ""stay_ms"": 18529}",127.0.0.1,uvgiw1lhitxm,Mozilla/5.0
126,16,reject,2025-06-23 20:23:13,"{""card_id"": 1612, ""stay_ms"": 6209}",127.0.0.1,5p7ivthh9opv,Mozilla/5.0
127,16,reject,2025-08-31 11:10:13,"{""card_id"": 321, ""stay_ms"": 6469}",127.0.0.1,tl22xr2t449v,Mozilla/5.0
128,16,open_chat,2025-08-30 13:53:13,"{""card_id"": 264, ""stay_ms"": 3008}",127.0.0.1,jwiwpqefbrca,Mozilla/5.0
129,17,date_create,2025-07-01 06:40:13,"{""card_id"": 1368, ""stay_ms"": 1496}",127.0.0.1,z11wijx3lcsd,Mozilla/5.0
130,17,view_card,2025-08-03 20:41:13,"{""card_id"": 921, ""stay_ms"": 17369}",127.0.0.1,h3b4w2lzj26d,Mozilla/5.0
131,17,open_profile,2025-09-12 05:05:13,"{""card_id"": 1931, ""stay_ms"": 8657}",127.0.0.1,w4zfp3ugmkm4,Mozilla/5.0
132,17,date_create,2025-07-31 07:36:13,"{""card_id"": 824, ""stay_ms"": 3716}",127.0.0.1,7oba89fac5jd,Mozilla/5.0
133,17,video_book,2025-06-19 00:43:13,"{""card_id"": 422, ""stay_ms"": 3345}",127.0.0.1,kms3925g7tph,Mozilla/5.0
134,17,send_msg,2025-06-29 17:15:13,"{""card_id"": 1251, ""stay_ms"": 3118}",127.0.0.1,bibxmhttb103,Mozilla/5.0
135,17,send_msg,2025-08-05 17:12:13,"{""card_id"": 191, ""stay_ms"": 16246}",127.0.0.1,ljy815ndfrap,Mozilla/5.0
136,17,video_book,2025-06-22 05:44:13,"{""card_id"": 1789, ""stay_ms"": 17428}",127.0.0.1,tshf9wiabkgq,Mozilla/5.0
137,17,video_book,2025-07-29 23:57:13,"{""card_id"": 1315, ""stay_ms"": 6315}",127.0.0.1,zsev60ls3kxm,Mozilla/5.0
138,17,open_profile,2025-08-17 04:18:13,"{""card_id"": 1432, ""stay_ms"": 2808}",127.0.0.1,olcga19khdy5,Mozilla/5.0
139,18,send_msg,2025-08-24 06:01:13,"{""card_id"": 1188, ""stay_ms"": 14757}",127.0.0.1,xi9zrm13647y,Mozilla/5.0
140,18,send_msg,2025-09-12 04:00:13,"{""card_id"": 358, ""stay_ms"": 6227}",127.0.0.1,rkrcbamgu7il,Mozilla/5.0
141,18,video_book,2025-09-08 11:06:13,"{""card_id"": 919, ""stay_ms"": 7774}",127.0.0.1,y8dfiv22qad2,Mozilla/5.0
142,18,open_profile,2025-09-09 01:59:13,"{""card_id"": 1365, ""stay_ms"": 13241}",127.0.0.1,68ey3qgcaa81,Mozilla/5.0
143,18,video_book,2025-07-29 06:01:13,"{""card_id"": 569, ""stay_ms"": 8110}",127.0.0.1,hmp15stwmnpq,Mozilla/5.0
144,18,report,2025-07-12 13:03:13,"{""card_id"": 1976, ""stay_ms"": 1667}",127.0.0.1,6vq4gw72dush,Mozilla/5.0
145,18,video_book,2025-06-30 01:28:13,"{""card_id"": 1902, ""stay_ms"": 14604}",127.0.0.1,zyfl2pwo9gay,Mozilla/5.0
146,18,date_create,2025-08-02 09:01:13,"{""card_id"": 884, ""stay_ms"": 16716}",127.0.0.1,vmdq65kgyuw4,Mozilla/5.0
147,18,send_msg,2025-09-03 03:26:13,"{""card_id"": 1387, ""stay_ms"": 14697}",127.0.0.1,tvbwquvw4duj,Mozilla/5.0
148,18,date_create,2025-08-31 01:58:13,"{""card_id"": 1807, ""stay_ms"": 12751}",127.0.0.1,bwtybta9pway,Mozilla/5.0
149,19,date_create,2025-07-23 06:28:13,"{""card_id"": 1957, ""stay_ms"": 17224}",127.0.0.1,dl8o0iynd6ws,Mozilla/5.0
150,19,open_chat,2025-06-22 11:43:13,"{""card_id"": 726, ""stay_ms"": 17069}",127.0.0.1,zhppvo2xe4a5,Mozilla/5.0
151,19,video_book,2025-07-16 10:37:13,"{""card_id"": 449, ""stay_ms"": 5967}",127.0.0.1,fkw5g1zn8r8a,Mozilla/5.0
152,19,send_msg,2025-08-15 11:04:13,"{""card_id"": 260, ""stay_ms"": 11577}",127.0.0.1,5wu9zqqp69hg,Mozilla/5.0
153,19,reject,2025-08-24 15:21:13,"{""card_id"": 79, ""stay_ms"": 16606}",127.0.0.1,sg2rkltw3bb1,Mozilla/5.0
154,19,open_profile,2025-09-09 17:38:13,"{""card_id"": 1415, ""stay_ms"": 17467}",127.0.0.1,cap2hugkyhyb,Mozilla/5.0
155,19,date_create,2025-07-06 14:24:13,"{""card_id"": 1640, ""stay_ms"": 17510}",127.0.0.1,f6l1emmm5mn2,Mozilla/5.0
156,19,date_create,2025-06-29 01:48:13,"{""card_id"": 665, ""stay_ms"": 10854}",127.0.0.1,yrhzjtzvcyxl,Mozilla/5.0
157,19,reject,2025-07-21 09:48:13,"{""card_id"": 1297, ""stay_ms"": 18761}",127.0.0.1,cdz4dtdzotme,Mozilla/5.0
158,19,view_card,2025-09-08 17:36:13,"{""card_id"": 22, ""stay_ms"": 11113}",127.0.0.1,3n5z6qvray0z,Mozilla/5.0
159,19,report,2025-07-02 16:38:13,"{""card_id"": 1530, ""stay_ms"": 9393}",127.0.0.1,ocmc9djp4wm2,Mozilla/5.0
160,19,open_profile,2025-06-29 03:40:13,"{""card_id"": 556, ""stay_ms"": 5258}",127.0.0.1,z1my7if7kdls,Mozilla/5.0
161,20,like,2025-08-18 14:05:13,"{""card_id"": 858, ""stay_ms"": 16087}",127.0.0.1,pv5k0gdicba4,Mozilla/5.0
162,20,open_profile,2025-07-15 06:16:13,"{""card_id"": 1212, ""stay_ms"": 14033}",127.0.0.1,vojxfscayvqz,Mozilla/5.0
163,20,report,2025-09-03 15:53:13,"{""card_id"": 248, ""stay_ms"": 8228}",127.0.0.1,k5rvlnwqji00,Mozilla/5.0
164,20,send_msg,2025-06-19 01:33:13,"{""card_id"": 1452, ""stay_ms"": 16468}",127.0.0.1,cpu8pcu24k3a,Mozilla/5.0
165,20,open_profile,2025-06-17 21:35:13,"{""card_id"": 1622, ""stay_ms"": 13221}",127.0.0.1,henn3hygi8ie,Mozilla/5.0
166,20,video_book,2025-07-13 04:21:13,"{""card_id"": 874, ""stay_ms"": 17288}",127.0.0.1,t3mqlpfiz5c8,Mozilla/5.0
167,20,view_card,2025-08-29 10:38:13,"{""card_id"": 1622, ""stay_ms"": 10230}",127.0.0.1,3tho4nfxg4e1,Mozilla/5.0
168,21,date_create,2025-07-24 10:25:13,"{""card_id"": 1515, ""stay_ms"": 16681}",127.0.0.1,0ieqkwjxuryu,Mozilla/5.0
169,21,open_chat,2025-08-10 16:41:13,"{""card_id"": 1463, ""stay_ms"": 13376}",127.0.0.1,oge18x2kbbb1,Mozilla/5.0
170,21,report,2025-07-18 15:47:13,"{""card_id"": 1248, ""stay_ms"": 3042}",127.0.0.1,48bqlt03iy26,Mozilla/5.0
171,21,date_create,2025-08-10 13:03:13,"{""card_id"": 864, ""stay_ms"": 13710}",127.0.0.1,bx57nrztw1s0,Mozilla/5.0
172,21,like,2025-09-05 08:17:13,"{""card_id"": 446, ""stay_ms"": 13649}",127.0.0.1,p4kxzlxzcf7o,Mozilla/5.0
173,21,view_card,2025-07-16 12:34:13,"{""card_id"": 1503, ""stay_ms"": 12487}",127.0.0.1,hq0oq2a3hg8s,Mozilla/5.0
174,22,reject,2025-07-29 19:51:13,"{""card_id"": 218, ""stay_ms"": 10361}",127.0.0.1,h4iauwkp5ele,Mozilla/5.0
175,22,like,2025-08-10 05:09:13,"{""card_id"": 1910, ""stay_ms"": 7930}",127.0.0.1,3ha2rlm9rlzi,Mozilla/5.0
176,22,like,2025-09-11 00:58:13,"{""card_id"": 552, ""stay_ms"": 9583}",127.0.0.1,4ixfcvtcb7h1,Mozilla/5.0
177,22,open_chat,2025-08-14 14:57:13,"{""card_id"": 1684, ""stay_ms"": 11125}",127.0.0.1,6h1q2q2gw55w,Mozilla/5.0
178,22,reject,2025-09-04 16:36:13,"{""card_id"": 1352, ""stay_ms"": 6943}",127.0.0.1,76508283w1nv,Mozilla/5.0
179,22,open_profile,2025-08-14 01:19:13,"{""card_id"": 1964, ""stay_ms"": 17972}",127.0.0.1,nz394nveas83,Mozilla/5.0
180,22,open_chat,2025-07-10 04:40:13,"{""card_id"": 1278, ""stay_ms"": 16701}",127.0.0.1,gq4cyqzbgbj4,Mozilla/5.0
181,22,report,2025-07-18 16:39:13,"{""card_id"": 1038, ""stay_ms"": 10099}",127.0.0.1,hzums58lz2m3,Mozilla/5.0
182,22,date_create,2025-07-15 09:03:13,"{""card_id"": 572, ""stay_ms"": 10768}",127.0.0.1,kcq9jmglcu67,Mozilla/5.0
183,22,send_msg,2025-09-10 07:55:13,"{""card_id"": 840, ""stay_ms"": 10420}",127.0.0.1,c03f12pg9p66,Mozilla/5.0
184,22,open_chat,2025-07-30 15:43:13,"{""card_id"": 1374, ""stay_ms"": 10131}",127.0.0.1,5jr9y2om9exz,Mozilla/5.0
