id,user_id,question,answer,visible,created_at
260,132,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-12 09:27:13
261,133,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-11 09:27:13
262,133,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-07-08 09:27:13
263,133,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-12 09:27:13
264,134,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-15 09:27:13
265,135,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-23 09:27:13
266,135,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-06-18 09:27:13
267,136,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,0,2025-08-25 09:27:13
268,137,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-06-26 09:27:13
269,137,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-06-23 09:27:13
270,137,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-08-17 09:27:13
271,138,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-06-23 09:27:13
272,138,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-05 09:27:13
273,138,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-17 09:27:13
274,139,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-06-22 09:27:13
275,140,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-09-03 09:27:13
276,140,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-01 09:27:13
277,140,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-14 09:27:13
278,141,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-02 09:27:13
279,141,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,0,2025-06-27 09:27:13
280,141,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-20 09:27:13
281,142,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-06-18 09:27:13
282,142,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-07-09 09:27:13
283,142,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-07 09:27:13
284,143,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-09-03 09:27:13
285,144,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-03 09:27:13
286,145,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,0,2025-06-29 09:27:13
287,146,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-17 09:27:13
288,146,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-08-02 09:27:13
289,147,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-08-28 09:27:13
290,148,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-26 09:27:13
291,149,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-08-19 09:27:13
292,150,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-20 09:27:13
293,150,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-06-23 09:27:13
294,150,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-14 09:27:13
295,151,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-07-23 09:27:13
296,151,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-06-25 09:27:13
297,151,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-19 09:27:13
