id,user_id,status,reason,reviewer_id,recheck_reviewer_id,ocr_result,meta,created_at,updated_at
112,112,1,,100499,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-10 05:09:10,2025-06-10 08:11:10
113,113,2,证件不通过,100091,100377,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-12 10:10:01,2025-03-12 15:51:01
114,114,1,,100136,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-13 02:02:02,2025-03-13 04:46:02
115,115,0,审核中,100195,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-10-15 07:08:01,2024-10-15 07:48:01
116,116,1,,100102,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-11 02:58:15,2025-02-11 10:50:15
117,117,0,审核中,100420,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-12 23:57:28,2025-04-13 03:51:28
118,118,0,审核中,100337,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-17 10:12:28,2025-06-17 13:30:28
119,119,2,证件不通过,100142,100442,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-18 23:07:04,2025-03-19 00:19:04
120,120,0,审核中,100328,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-05-19 22:17:04,2025-05-20 06:59:04
121,121,2,证件不通过,100169,100480,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-18 15:32:47,2025-03-18 16:01:47
122,122,1,,100091,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-11 01:33:32,2025-08-11 11:28:32
123,123,0,审核中,100055,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-05-27 09:40:35,2025-05-27 17:05:35
124,124,2,证件不通过,100223,100310,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-15 23:38:55,2025-04-16 08:22:55
125,125,2,证件不通过,100460,100295,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-10 21:02:41,2025-08-11 00:17:41
126,126,1,,100362,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-01 09:27:12,2025-06-01 16:54:12
127,127,0,审核中,100473,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-10-08 16:08:23,2025-10-09 01:20:23
128,128,0,审核中,100186,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-10-23 03:53:44,2024-10-23 11:15:44
129,129,0,审核中,100319,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-09-03 23:02:50,2025-09-04 04:24:50
130,130,2,证件不通过,100368,100460,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-04 06:31:55,2024-11-04 11:39:55
131,131,1,,100341,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-01-22 23:48:31,2025-01-23 06:47:31
132,132,1,,100356,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-24 20:25:06,2025-04-25 01:28:06
133,133,1,,100098,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-30 06:26:06,2024-12-30 13:37:06
134,134,2,证件不通过,100346,100383,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-02 21:15:54,2024-11-03 00:14:54
135,135,0,审核中,100154,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-27 14:20:56,2024-11-27 21:16:56
136,136,0,审核中,100155,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-01-02 11:03:16,2025-01-02 15:57:16
137,137,0,审核中,100402,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-23 19:25:03,2025-06-24 05:19:03
138,138,0,审核中,100164,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-02 11:13:56,2024-12-02 19:10:56
139,139,0,审核中,100345,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-24 18:58:15,2025-02-24 22:37:15
140,140,0,审核中,100406,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-01-20 17:50:28,2025-01-20 20:44:28
141,141,1,,100145,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-06 07:58:55,2024-11-06 16:46:55
142,142,0,审核中,100317,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-03 12:01:29,2024-11-03 17:45:29
143,143,2,证件不通过,100344,100158,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-23 02:31:05,2025-08-23 06:22:05
144,144,2,证件不通过,100012,100023,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-30 05:42:16,2025-06-30 09:53:16
145,145,1,,100435,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-07 12:48:49,2025-02-07 14:03:49
146,146,1,,100453,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-17 19:58:48,2025-02-18 05:48:48
147,147,0,审核中,100253,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-07-01 21:05:21,2025-07-02 03:55:21
148,148,0,审核中,100335,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-07 05:41:47,2025-06-07 05:47:47
149,149,1,,100112,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-15 19:35:25,2025-08-15 22:36:25
150,150,2,证件不通过,100237,100025,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-10-17 16:12:40,2024-10-18 01:43:40
151,151,0,审核中,100233,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-04 06:39:03,2025-06-04 08:56:03
152,152,1,,100286,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-13 15:43:53,2025-02-13 21:08:53
153,153,2,证件不通过,100417,100368,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-24 12:45:48,2025-02-24 21:22:48
154,154,0,审核中,100228,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-04 15:07:19,2025-03-04 17:50:19
155,155,1,,100132,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-07 18:40:58,2025-02-07 22:54:58
156,156,0,审核中,100392,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-17 00:58:22,2024-11-17 09:52:22
157,157,2,证件不通过,100122,100140,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-02 12:15:00,2025-02-02 19:46:00
158,158,2,证件不通过,100120,100139,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-31 00:39:59,2025-08-31 06:23:59
159,159,0,审核中,100041,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-28 15:24:11,2025-04-28 17:46:11
160,160,0,审核中,100196,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-07-24 02:38:58,2025-07-24 05:15:58
161,161,1,,100032,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-10-13 03:16:46,2024-10-13 10:21:46
162,162,1,,100277,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-14 23:01:20,2025-03-15 06:59:20
163,163,0,审核中,100105,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-11 08:48:08,2025-03-11 15:59:08
164,164,0,审核中,100484,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-23 13:48:13,2025-03-23 14:09:13
165,165,0,审核中,100244,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-18 21:13:12,2024-12-18 21:20:12
166,166,1,,100385,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-12 00:11:50,2025-04-12 06:51:50
167,167,1,,100382,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-08 15:28:24,2025-03-09 00:48:24
168,168,0,审核中,100249,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-05 03:02:23,2024-12-05 06:47:23
169,169,1,,100248,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-05-22 19:12:04,2025-05-22 19:42:04
170,170,0,审核中,100342,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-23 22:49:52,2025-03-24 05:44:52
171,171,0,审核中,100470,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-07-16 18:03:08,2025-07-16 20:14:08
172,172,1,,100013,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-24 15:37:21,2024-11-24 22:21:21
173,173,0,审核中,100339,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-09 14:31:14,2024-12-09 14:59:14
174,174,0,审核中,100219,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-27 11:40:03,2025-08-27 13:59:03
175,175,0,审核中,100025,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-15 04:27:10,2025-02-15 08:54:10
176,176,1,,100108,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-28 23:09:03,2025-03-29 06:55:03
177,177,0,审核中,100389,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-24 22:46:53,2025-04-25 05:15:53
178,178,0,审核中,100129,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-05-19 19:43:14,2025-05-19 21:07:14
179,179,2,证件不通过,100383,100276,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-11 10:21:49,2025-02-11 11:15:49
180,180,1,,100332,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-13 02:54:20,2025-04-13 04:05:20
181,181,1,,100386,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-10 09:36:13,2024-11-10 10:08:13
182,182,0,审核中,100429,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-06-05 03:48:39,2025-06-05 04:09:39
183,183,0,审核中,100122,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-25 05:31:16,2024-11-25 07:41:16
184,184,1,,100288,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-09 06:54:16,2025-02-09 10:38:16
185,185,0,审核中,100392,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-13 01:44:23,2025-02-13 08:02:23
186,186,0,审核中,100310,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-07-15 13:00:34,2025-07-15 14:58:34
187,187,0,审核中,100055,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-07-17 23:44:41,2025-07-18 09:37:41
188,188,0,审核中,100294,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-09-25 23:42:41,2025-09-26 06:07:41
189,189,1,,100038,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-20 03:50:54,2025-03-20 07:59:54
190,190,0,审核中,100435,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-08-18 00:05:20,2025-08-18 02:09:20
191,191,1,,100177,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-12-24 09:34:26,2024-12-24 18:40:26
192,192,0,审核中,100035,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-03 21:34:38,2025-03-04 06:13:38
193,193,0,审核中,100006,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-11 22:38:44,2024-11-12 05:49:44
194,194,0,审核中,100221,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-01 07:13:36,2025-02-01 13:24:36
195,195,0,审核中,100362,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-17 18:19:51,2024-11-17 20:56:51
196,196,0,审核中,100375,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-03-01 04:39:23,2025-03-01 13:34:23
197,197,1,,100315,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2024-11-10 01:14:09,2024-11-10 10:26:09
198,198,0,审核中,100223,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-02-03 18:08:38,2025-02-03 22:43:38
199,199,0,审核中,100425,,"{""file"": ""redacted.png""}","{""src"": ""user_certification""}",2025-04-27 02:07:52,2025-04-27 03:36:52
