id,user_id,device_id,ip,event_type,details,occurred_at
25,3,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1051, \""stay_ms\"": 11025}""}",2025-06-15 19:28:02
26,3,dev_986_0jzcbf,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1226, \""stay_ms\"": 10427}""}",2025-07-11 13:23:02
27,3,dev_1637_9rm5po,127.0.0.1,2,"{""props"": ""{\""card_id\"": 854, \""stay_ms\"": 17191}""}",2025-06-23 09:14:02
28,3,dev_1750_s0kdy8,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1525, \""stay_ms\"": 15542}""}",2025-09-01 08:36:02
29,3,dev_1868_ljpwm8,127.0.0.1,2,"{""props"": ""{\""card_id\"": 32, \""stay_ms\"": 8829}""}",2025-08-30 09:51:02
30,3,dev_1542_ots98i,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1933, \""stay_ms\"": 10929}""}",2025-08-08 12:22:02
31,3,dev_583_f43390,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1153, \""stay_ms\"": 14667}""}",2025-07-04 16:01:02
32,4,dev_1219_e6xdmr,127.0.0.1,0,"{""props"": ""{\""card_id\"": 338, \""stay_ms\"": 1641}""}",2025-06-13 11:32:02
33,4,dev_717_o2de83,127.0.0.1,3,"{""props"": ""{\""card_id\"": 512, \""stay_ms\"": 5181}""}",2025-07-07 17:31:02
34,4,dev_966_svvmyz,127.0.0.1,3,"{""props"": ""{\""card_id\"": 110, \""stay_ms\"": 14457}""}",2025-08-20 08:37:02
35,4,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1369, \""stay_ms\"": 5872}""}",2025-07-02 14:47:02
36,4,dev_1592_5roszh,127.0.0.1,3,"{""props"": ""{\""card_id\"": 15, \""stay_ms\"": 2662}""}",2025-07-11 12:21:02
37,5,dev_729_1etllg,127.0.0.1,3,"{""props"": ""{\""card_id\"": 601, \""stay_ms\"": 13077}""}",2025-08-23 19:13:02
38,5,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 471, \""stay_ms\"": 4390}""}",2025-09-02 18:09:02
39,5,dev_1922_4os9gx,127.0.0.1,0,"{""props"": ""{\""card_id\"": 728, \""stay_ms\"": 9332}""}",2025-08-11 09:44:02
40,5,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 630, \""stay_ms\"": 17238}""}",2025-08-05 20:45:02
41,5,dev_1696_x36dol,127.0.0.1,1,"{""props"": ""{\""card_id\"": 848, \""stay_ms\"": 8485}""}",2025-08-04 16:30:02
42,5,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1527, \""stay_ms\"": 8408}""}",2025-07-21 15:28:02
43,5,dev_59_yzfizd,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1575, \""stay_ms\"": 10123}""}",2025-08-05 09:32:02
44,5,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1302, \""stay_ms\"": 5005}""}",2025-07-05 13:37:02
45,5,dev_1397_kww46z,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1614, \""stay_ms\"": 13472}""}",2025-07-22 00:19:02
46,5,dev_506_wyo653,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1801, \""stay_ms\"": 8700}""}",2025-06-27 15:37:02
47,6,dev_1322_kknnae,127.0.0.1,1,"{""props"": ""{\""card_id\"": 961, \""stay_ms\"": 9415}""}",2025-08-31 03:23:02
48,6,dev_1704_0rzxaj,127.0.0.1,3,"{""props"": ""{\""card_id\"": 473, \""stay_ms\"": 1678}""}",2025-08-29 05:33:02
49,6,dev_145_ichex7,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1511, \""stay_ms\"": 8632}""}",2025-08-03 03:33:02
50,6,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 382, \""stay_ms\"": 14505}""}",2025-08-04 07:36:02
51,6,dev_697_r5naz4,127.0.0.1,1,"{""props"": ""{\""card_id\"": 365, \""stay_ms\"": 8838}""}",2025-09-01 06:09:02
52,7,dev_1093_vrzk1i,127.0.0.1,1,"{""props"": ""{\""card_id\"": 864, \""stay_ms\"": 14075}""}",2025-08-08 00:53:02
53,7,dev_1243_b36a7t,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1661, \""stay_ms\"": 16652}""}",2025-08-30 21:10:02
54,7,dev_1750_s0kdy8,127.0.0.1,2,"{""props"": ""{\""card_id\"": 318, \""stay_ms\"": 7812}""}",2025-07-04 20:59:02
55,7,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 703, \""stay_ms\"": 13385}""}",2025-08-30 08:50:02
56,7,dev_28_awy0pe,127.0.0.1,2,"{""props"": ""{\""card_id\"": 138, \""stay_ms\"": 14464}""}",2025-08-26 13:12:02
57,7,dev_127_4hufn4,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1406, \""stay_ms\"": 3735}""}",2025-06-22 05:49:02
58,7,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1768, \""stay_ms\"": 5442}""}",2025-07-28 02:44:02
59,7,dev_1651_bwne4q,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1163, \""stay_ms\"": 12579}""}",2025-09-04 13:51:02
60,7,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1407, \""stay_ms\"": 12360}""}",2025-07-25 19:17:02
61,7,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1528, \""stay_ms\"": 16888}""}",2025-07-19 03:05:02
62,7,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1641, \""stay_ms\"": 5640}""}",2025-07-07 09:45:02
63,8,dev_732_qlq93b,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1204, \""stay_ms\"": 11159}""}",2025-08-11 16:10:02
64,8,dev_850_5sczh3,127.0.0.1,3,"{""props"": ""{\""card_id\"": 150, \""stay_ms\"": 19681}""}",2025-08-07 08:11:02
65,8,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 783, \""stay_ms\"": 3665}""}",2025-07-09 17:49:02
66,8,dev_1742_p4js6n,127.0.0.1,1,"{""props"": ""{\""card_id\"": 926, \""stay_ms\"": 11786}""}",2025-07-27 08:14:02
67,8,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1754, \""stay_ms\"": 19804}""}",2025-08-03 14:32:02
68,8,dev_458_hrbhqw,127.0.0.1,1,"{""props"": ""{\""card_id\"": 254, \""stay_ms\"": 15982}""}",2025-07-12 04:09:02
69,8,dev_815_ixuce5,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1267, \""stay_ms\"": 4828}""}",2025-08-22 17:26:02
70,8,dev_1326_okgk8m,127.0.0.1,3,"{""props"": ""{\""card_id\"": 76, \""stay_ms\"": 14525}""}",2025-06-25 20:21:02
71,8,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 864, \""stay_ms\"": 13710}""}",2025-08-05 14:40:02
72,9,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1609, \""stay_ms\"": 10968}""}",2025-07-31 01:53:02
73,9,dev_117_pkb571,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1638, \""stay_ms\"": 14439}""}",2025-08-18 02:25:02
74,9,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1749, \""stay_ms\"": 10879}""}",2025-07-07 14:15:02
75,9,dev_717_o2de83,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1702, \""stay_ms\"": 11909}""}",2025-08-23 18:17:02
76,9,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1741, \""stay_ms\"": 8899}""}",2025-07-15 20:00:02
77,9,dev_1362_a0c0fo,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1837, \""stay_ms\"": 15804}""}",2025-07-08 02:18:02
78,9,dev_1214_27380u,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1616, \""stay_ms\"": 17899}""}",2025-06-24 15:23:02
79,10,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 270, \""stay_ms\"": 1617}""}",2025-08-26 04:28:02
80,10,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 633, \""stay_ms\"": 6525}""}",2025-08-16 12:09:02
81,10,dev_45_utnyjn,127.0.0.1,1,"{""props"": ""{\""card_id\"": 446, \""stay_ms\"": 15688}""}",2025-07-21 10:46:02
82,10,dev_1089_igkplr,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1492, \""stay_ms\"": 17558}""}",2025-07-22 12:59:02
83,10,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1835, \""stay_ms\"": 9483}""}",2025-08-18 04:12:02
84,10,dev_1084_paydzz,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1293, \""stay_ms\"": 2041}""}",2025-09-09 18:38:02
85,10,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1229, \""stay_ms\"": 6580}""}",2025-07-27 22:25:02
86,10,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1115, \""stay_ms\"": 8572}""}",2025-06-23 12:23:02
87,10,dev_169_qcbcbe,127.0.0.1,3,"{""props"": ""{\""card_id\"": 388, \""stay_ms\"": 15935}""}",2025-08-09 06:42:02
88,10,dev_1526_q9oat0,127.0.0.1,1,"{""props"": ""{\""card_id\"": 303, \""stay_ms\"": 6283}""}",2025-06-24 09:26:02
89,10,dev_1633_o7g5b0,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1305, \""stay_ms\"": 18722}""}",2025-06-28 19:34:02
90,11,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 997, \""stay_ms\"": 16545}""}",2025-07-05 10:08:02
91,11,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1626, \""stay_ms\"": 14868}""}",2025-07-26 00:58:02
92,11,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1989, \""stay_ms\"": 17252}""}",2025-07-06 16:26:02
93,11,dev_1274_gxam7b,127.0.0.1,1,"{""props"": ""{\""card_id\"": 953, \""stay_ms\"": 16508}""}",2025-08-20 17:36:02
94,11,dev_365_pzgrsp,127.0.0.1,3,"{""props"": ""{\""card_id\"": 879, \""stay_ms\"": 18853}""}",2025-07-24 20:26:02
95,12,dev_1295_7921yk,127.0.0.1,1,"{""props"": ""{\""card_id\"": 593, \""stay_ms\"": 17837}""}",2025-07-09 01:21:02
96,12,dev_1740_oi373d,127.0.0.1,1,"{""props"": ""{\""card_id\"": 295, \""stay_ms\"": 11733}""}",2025-08-31 01:20:02
97,12,dev_1155_s9kt9e,127.0.0.1,1,"{""props"": ""{\""card_id\"": 889, \""stay_ms\"": 8350}""}",2025-08-20 00:23:02
98,12,dev_1438_dlhxba,127.0.0.1,0,"{""props"": ""{\""card_id\"": 859, \""stay_ms\"": 2261}""}",2025-06-26 08:25:02
99,12,dev_1084_paydzz,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1074, \""stay_ms\"": 6857}""}",2025-07-01 11:04:02
100,12,dev_1611_zpzn8v,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1413, \""stay_ms\"": 11139}""}",2025-08-22 03:21:02
101,12,dev_1222_otax28,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1758, \""stay_ms\"": 19738}""}",2025-08-13 08:06:02
102,12,dev_1563_mryi02,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1191, \""stay_ms\"": 19651}""}",2025-07-16 12:53:02
103,12,dev_1080_mbb3rn,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1484, \""stay_ms\"": 7330}""}",2025-06-21 06:39:02
104,12,dev_1449_javyej,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1088, \""stay_ms\"": 2259}""}",2025-07-16 08:47:02
105,12,dev_492_in2bhy,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1391, \""stay_ms\"": 7872}""}",2025-08-20 23:44:02
106,13,dev_1210_01lda7,127.0.0.1,1,"{""props"": ""{\""card_id\"": 87, \""stay_ms\"": 8092}""}",2025-08-23 22:48:02
107,13,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1312, \""stay_ms\"": 19889}""}",2025-09-07 09:10:02
108,13,dev_756_knkj20,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1790, \""stay_ms\"": 5829}""}",2025-07-04 23:06:02
109,13,dev_437_9qjs7i,127.0.0.1,0,"{""props"": ""{\""card_id\"": 518, \""stay_ms\"": 15037}""}",2025-08-03 04:39:02
110,13,dev_1608_w17179,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1207, \""stay_ms\"": 18718}""}",2025-09-01 22:18:02
111,14,dev_1592_5roszh,127.0.0.1,0,"{""props"": ""{\""card_id\"": 877, \""stay_ms\"": 15209}""}",2025-07-08 01:50:02
112,14,dev_595_m6egzg,127.0.0.1,1,"{""props"": ""{\""card_id\"": 875, \""stay_ms\"": 12053}""}",2025-09-06 09:45:02
113,14,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1148, \""stay_ms\"": 15189}""}",2025-09-01 22:02:02
114,14,dev_661_n5dgsi,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1819, \""stay_ms\"": 19130}""}",2025-08-11 01:40:02
115,14,dev_1544_1scaft,127.0.0.1,1,"{""props"": ""{\""card_id\"": 991, \""stay_ms\"": 12549}""}",2025-06-28 22:56:02
116,14,dev_615_nvce8x,127.0.0.1,1,"{""props"": ""{\""card_id\"": 971, \""stay_ms\"": 3856}""}",2025-06-28 16:00:02
117,14,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1324, \""stay_ms\"": 9721}""}",2025-08-21 08:44:02
118,14,dev_794_c7k4rj,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1751, \""stay_ms\"": 16966}""}",2025-06-21 08:27:02
119,14,dev_448_xezxpf,127.0.0.1,1,"{""props"": ""{\""card_id\"": 559, \""stay_ms\"": 9908}""}",2025-07-26 14:39:02
120,14,dev_1244_o6zhdq,127.0.0.1,0,"{""props"": ""{\""card_id\"": 99, \""stay_ms\"": 14130}""}",2025-08-24 22:38:02
121,15,dev_429_iv0z5z,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1323, \""stay_ms\"": 1999}""}",2025-06-18 15:51:02
122,15,dev_966_svvmyz,127.0.0.1,0,"{""props"": ""{\""card_id\"": 178, \""stay_ms\"": 18222}""}",2025-07-03 15:23:02
123,15,dev_1445_9k5yjc,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1262, \""stay_ms\"": 17187}""}",2025-07-28 11:59:02
124,15,dev_1542_ots98i,127.0.0.1,0,"{""props"": ""{\""card_id\"": 712, \""stay_ms\"": 18967}""}",2025-08-14 21:43:02
125,15,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 506, \""stay_ms\"": 19688}""}",2025-08-29 10:08:02
126,15,dev_519_ja6mih,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1683, \""stay_ms\"": 1524}""}",2025-08-21 19:58:02
127,15,dev_1852_vjqrwy,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1156, \""stay_ms\"": 13531}""}",2025-07-11 13:18:02
128,16,dev_1165_hj1oyc,127.0.0.1,1,"{""props"": ""{\""card_id\"": 315, \""stay_ms\"": 4116}""}",2025-06-14 06:34:02
129,16,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1187, \""stay_ms\"": 8292}""}",2025-07-05 15:52:02
130,16,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 807, \""stay_ms\"": 6507}""}",2025-09-09 13:15:02
131,16,dev_860_l69isx,127.0.0.1,0,"{""props"": ""{\""card_id\"": 160, \""stay_ms\"": 6634}""}",2025-09-05 07:15:02
132,16,dev_766_lwe10w,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1235, \""stay_ms\"": 10136}""}",2025-06-20 02:05:02
133,16,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1954, \""stay_ms\"": 9414}""}",2025-07-21 14:07:02
134,17,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 202, \""stay_ms\"": 16761}""}",2025-08-03 22:27:02
135,17,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 731, \""stay_ms\"": 15195}""}",2025-06-29 00:26:02
136,17,dev_867_d2ow25,127.0.0.1,0,"{""props"": ""{\""card_id\"": 142, \""stay_ms\"": 4320}""}",2025-08-19 18:03:02
137,17,dev_959_lsvyya,127.0.0.1,0,"{""props"": ""{\""card_id\"": 174, \""stay_ms\"": 4175}""}",2025-08-17 07:12:02
138,17,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1701, \""stay_ms\"": 6363}""}",2025-06-16 11:45:02
139,17,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 203, \""stay_ms\"": 5296}""}",2025-07-15 14:20:02
140,17,dev_801_qvdpmm,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1459, \""stay_ms\"": 3824}""}",2025-06-28 10:45:02
141,17,dev_1463_4xn1fv,127.0.0.1,0,"{""props"": ""{\""card_id\"": 659, \""stay_ms\"": 10246}""}",2025-07-12 06:52:02
142,17,dev_551_su1lqx,127.0.0.1,1,"{""props"": ""{\""card_id\"": 619, \""stay_ms\"": 19608}""}",2025-08-18 14:13:02
143,17,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1737, \""stay_ms\"": 16546}""}",2025-08-23 23:57:02
144,17,dev_867_5b967e,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1316, \""stay_ms\"": 5475}""}",2025-08-19 04:47:02
145,18,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 520, \""stay_ms\"": 8234}""}",2025-07-20 09:19:02
146,18,dev_725_vvklq0,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1014, \""stay_ms\"": 17937}""}",2025-06-12 17:42:02
147,18,dev_515_aj7srg,127.0.0.1,0,"{""props"": ""{\""card_id\"": 653, \""stay_ms\"": 16499}""}",2025-08-16 20:21:02
148,18,dev_1402_6gxnyt,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1243, \""stay_ms\"": 4791}""}",2025-08-15 09:22:02
149,18,dev_1731_wy9zw5,127.0.0.1,1,"{""props"": ""{\""card_id\"": 491, \""stay_ms\"": 7483}""}",2025-08-08 06:09:02
150,18,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 536, \""stay_ms\"": 3805}""}",2025-08-29 07:47:02
151,18,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 829, \""stay_ms\"": 16686}""}",2025-07-22 20:24:02
152,19,dev_836_phfaxi,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1849, \""stay_ms\"": 19921}""}",2025-07-24 06:28:02
153,19,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1617, \""stay_ms\"": 16937}""}",2025-07-13 12:59:02
154,19,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1061, \""stay_ms\"": 14800}""}",2025-07-29 11:48:02
155,19,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1947, \""stay_ms\"": 7553}""}",2025-08-16 13:00:02
156,19,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 38, \""stay_ms\"": 3695}""}",2025-07-28 05:13:02
157,19,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1376, \""stay_ms\"": 12778}""}",2025-07-20 06:55:02
158,19,dev_1495_8ec4nn,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1660, \""stay_ms\"": 12983}""}",2025-09-05 06:23:02
159,19,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 36, \""stay_ms\"": 17113}""}",2025-06-18 06:27:02
160,19,dev_1816_nwtv79,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1891, \""stay_ms\"": 4856}""}",2025-07-13 11:54:02
161,20,dev_897_92ha6e,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1343, \""stay_ms\"": 13240}""}",2025-07-31 03:35:02
162,20,dev_159_opj1fi,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1748, \""stay_ms\"": 1134}""}",2025-08-30 01:58:02
163,20,dev_1810_c9qh1j,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1679, \""stay_ms\"": 14381}""}",2025-07-02 12:39:02
164,20,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 130, \""stay_ms\"": 3050}""}",2025-08-02 21:16:02
165,20,dev_1296_3oxf93,127.0.0.1,2,"{""props"": ""{\""card_id\"": 220, \""stay_ms\"": 7136}""}",2025-08-12 12:28:02
166,20,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 102, \""stay_ms\"": 6609}""}",2025-07-13 18:55:02
167,20,dev_980_xyi1o4,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1172, \""stay_ms\"": 5370}""}",2025-06-23 06:13:02
168,20,dev_1794_cgjk91,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1895, \""stay_ms\"": 13774}""}",2025-07-03 12:14:02
169,20,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 190, \""stay_ms\"": 8060}""}",2025-06-29 22:04:02
170,20,dev_1633_o7g5b0,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1541, \""stay_ms\"": 17695}""}",2025-07-09 15:55:02
171,20,dev_1034_ajn23t,127.0.0.1,1,"{""props"": ""{\""card_id\"": 691, \""stay_ms\"": 2052}""}",2025-06-19 09:53:02
172,20,dev_959_lsvyya,127.0.0.1,3,"{""props"": ""{\""card_id\"": 824, \""stay_ms\"": 8884}""}",2025-07-28 02:42:02
173,21,dev_1260_2chaqp,127.0.0.1,1,"{""props"": ""{\""card_id\"": 736, \""stay_ms\"": 15413}""}",2025-09-07 20:13:02
174,21,dev_1296_8po1va,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1738, \""stay_ms\"": 4231}""}",2025-08-11 02:37:02
175,21,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 45, \""stay_ms\"": 10738}""}",2025-07-16 08:48:02
176,21,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 458, \""stay_ms\"": 3242}""}",2025-07-31 14:15:02
177,21,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1248, \""stay_ms\"": 17203}""}",2025-06-30 06:03:02
178,21,dev_493_9h4avy,127.0.0.1,1,"{""props"": ""{\""card_id\"": 934, \""stay_ms\"": 4811}""}",2025-06-21 15:12:02
179,21,dev_966_svvmyz,127.0.0.1,1,"{""props"": ""{\""card_id\"": 182, \""stay_ms\"": 6334}""}",2025-08-21 03:33:02
180,21,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 423, \""stay_ms\"": 3748}""}",2025-08-11 18:50:02
181,21,dev_1729_mv6rl7,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1684, \""stay_ms\"": 16619}""}",2025-08-07 06:18:02
182,21,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 60, \""stay_ms\"": 1202}""}",2025-08-14 03:41:02
183,22,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 60, \""stay_ms\"": 17993}""}",2025-06-21 21:28:02
184,22,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 147, \""stay_ms\"": 18645}""}",2025-08-28 01:16:02
185,22,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 495, \""stay_ms\"": 18232}""}",2025-08-03 15:02:02
186,22,dev_264_uwnzaf,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1109, \""stay_ms\"": 5009}""}",2025-06-14 20:54:02
187,22,dev_1544_qpluyg,127.0.0.1,3,"{""props"": ""{\""card_id\"": 498, \""stay_ms\"": 3406}""}",2025-08-15 23:39:02
188,23,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 969, \""stay_ms\"": 6843}""}",2025-07-13 13:12:02
189,23,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1279, \""stay_ms\"": 7690}""}",2025-07-30 23:15:02
190,23,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1529, \""stay_ms\"": 1166}""}",2025-08-29 05:14:02
191,23,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1840, \""stay_ms\"": 14253}""}",2025-07-09 13:14:02
192,23,dev_1964_6j3yvh,127.0.0.1,3,"{""props"": ""{\""card_id\"": 925, \""stay_ms\"": 13710}""}",2025-08-12 16:16:02
193,24,dev_136_92hjqn,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1663, \""stay_ms\"": 9452}""}",2025-06-16 15:00:02
