id,user_id,event_name,event_time,event_props,client_ip,device_id,ua
23,3,video_book,2025-07-11 12:40:02,"{""card_id"": 966, ""stay_ms"": 4532}",127.0.0.1,vxpc3p08jjek,Mozilla/5.0
24,3,open_profile,2025-09-10 01:32:02,"{""card_id"": 57, ""stay_ms"": 14125}",127.0.0.1,p1v1xhcicwts,Mozilla/5.0
25,3,like,2025-06-15 19:28:02,"{""card_id"": 1051, ""stay_ms"": 11025}",127.0.0.1,xgft5rhl6f6c,Mozilla/5.0
26,3,report,2025-07-11 13:23:02,"{""card_id"": 1226, ""stay_ms"": 10427}",127.0.0.1,thh9opv4vftl,Mozilla/5.0
27,3,like,2025-06-23 09:14:02,"{""card_id"": 854, ""stay_ms"": 17191}",127.0.0.1,fr2d48yveycr,Mozilla/5.0
28,3,reject,2025-09-01 08:36:02,"{""card_id"": 1525, ""stay_ms"": 15542}",127.0.0.1,646eqk4zs0mx,Mozilla/5.0
29,3,open_profile,2025-08-30 09:51:02,"{""card_id"": 32, ""stay_ms"": 8829}",127.0.0.1,vdleej5h99q4,Mozilla/5.0
30,3,reject,2025-08-08 12:22:02,"{""card_id"": 1933, ""stay_ms"": 10929}",127.0.0.1,w2lzj26dcuir,Mozilla/5.0
31,3,open_chat,2025-07-04 16:01:02,"{""card_id"": 1153, ""stay_ms"": 14667}",127.0.0.1,efkubv0vmocy,Mozilla/5.0
32,4,send_msg,2025-06-13 11:32:02,"{""card_id"": 338, ""stay_ms"": 1641}",127.0.0.1,f0il97ahkms3,Mozilla/5.0
33,4,reject,2025-07-07 17:31:02,"{""card_id"": 512, ""stay_ms"": 5181}",127.0.0.1,tphmicy9gxsg,Mozilla/5.0
34,4,view_card,2025-08-20 08:37:02,"{""card_id"": 110, ""stay_ms"": 14457}",127.0.0.1,3yw9odljy815,Mozilla/5.0
35,4,video_book,2025-07-02 14:47:02,"{""card_id"": 1369, ""stay_ms"": 5872}",127.0.0.1,vq47pvsjhtap,Mozilla/5.0
36,4,report,2025-07-11 12:21:02,"{""card_id"": 15, ""stay_ms"": 2662}",127.0.0.1,ikhsomxfyw0d,Mozilla/5.0
37,5,report,2025-08-23 19:13:02,"{""card_id"": 601, ""stay_ms"": 13077}",127.0.0.1,xmd2zbp62u2a,Mozilla/5.0
38,5,open_chat,2025-09-02 18:09:02,"{""card_id"": 471, ""stay_ms"": 4390}",127.0.0.1,sgi23lvy0xxi,Mozilla/5.0
39,5,reject,2025-08-11 09:44:02,"{""card_id"": 728, ""stay_ms"": 9332}",127.0.0.1,13647y96t875,Mozilla/5.0
40,5,date_create,2025-08-05 20:45:02,"{""card_id"": 630, ""stay_ms"": 17238}",127.0.0.1,5k5anzkqgexq,Mozilla/5.0
41,5,open_profile,2025-08-04 16:30:02,"{""card_id"": 848, ""stay_ms"": 8485}",127.0.0.1,ds8g73mr9x4x,Mozilla/5.0
42,5,send_msg,2025-07-21 15:28:02,"{""card_id"": 1527, ""stay_ms"": 8408}",127.0.0.1,qgcaa8187vjh,Mozilla/5.0
43,5,send_msg,2025-08-05 09:32:02,"{""card_id"": 1575, ""stay_ms"": 10123}",127.0.0.1,stwmnpqtd3at,Mozilla/5.0
44,5,date_create,2025-07-05 13:37:02,"{""card_id"": 1302, ""stay_ms"": 5005}",127.0.0.1,72dush80d7zy,Mozilla/5.0
45,5,like,2025-07-22 00:19:02,"{""card_id"": 1614, ""stay_ms"": 13472}",127.0.0.1,pwo9gayqyrw3,Mozilla/5.0
46,5,date_create,2025-06-27 15:37:02,"{""card_id"": 1801, ""stay_ms"": 8700}",127.0.0.1,kgyuw4m97ytv,Mozilla/5.0
47,6,video_book,2025-08-31 03:23:02,"{""card_id"": 961, ""stay_ms"": 9415}",127.0.0.1,w4dujrv5bwty,Mozilla/5.0
48,6,view_card,2025-08-29 05:33:02,"{""card_id"": 473, ""stay_ms"": 1678}",127.0.0.1,5y6e1nyk8rft,Mozilla/5.0
49,6,open_profile,2025-08-03 03:33:02,"{""card_id"": 1511, ""stay_ms"": 8632}",127.0.0.1,neusr6pjcrta,Mozilla/5.0
50,6,open_profile,2025-08-04 07:36:02,"{""card_id"": 382, ""stay_ms"": 14505}",127.0.0.1,1t4wjl357bfa,Mozilla/5.0
51,6,video_book,2025-09-01 06:09:02,"{""card_id"": 365, ""stay_ms"": 8838}",127.0.0.1,n8r8a5qelngs,Mozilla/5.0
52,7,date_create,2025-08-08 00:53:02,"{""card_id"": 864, ""stay_ms"": 14075}",127.0.0.1,9hgigr3qeguc,Mozilla/5.0
53,7,like,2025-08-30 21:10:02,"{""card_id"": 1661, ""stay_ms"": 16652}",127.0.0.1,bb18dis9a3wf,Mozilla/5.0
54,7,view_card,2025-07-04 20:59:02,"{""card_id"": 318, ""stay_ms"": 7812}",127.0.0.1,vyyf2f6l1emm,Mozilla/5.0
55,7,send_msg,2025-08-30 08:50:02,"{""card_id"": 703, ""stay_ms"": 13385}",127.0.0.1,q3dl0kxgadrv,Mozilla/5.0
56,7,like,2025-08-26 13:12:02,"{""card_id"": 138, ""stay_ms"": 14464}",127.0.0.1,yxlz84jat0i9,Mozilla/5.0
57,7,open_profile,2025-06-22 05:49:02,"{""card_id"": 1406, ""stay_ms"": 3735}",127.0.0.1,wp7o0uu72a6l,Mozilla/5.0
58,7,video_book,2025-07-28 02:44:02,"{""card_id"": 1768, ""stay_ms"": 5442}",127.0.0.1,z6qvray0zs40,Mozilla/5.0
59,7,video_book,2025-09-04 13:51:02,"{""card_id"": 1163, ""stay_ms"": 12579}",127.0.0.1,x1xkvkbypmdj,Mozilla/5.0
60,7,date_create,2025-07-25 19:17:02,"{""card_id"": 1407, ""stay_ms"": 12360}",127.0.0.1,if7kdlsgrppv,Mozilla/5.0
61,7,like,2025-07-19 03:05:02,"{""card_id"": 1528, ""stay_ms"": 16888}",127.0.0.1,gdicba4evyvo,Mozilla/5.0
62,7,open_chat,2025-07-07 09:45:02,"{""card_id"": 1641, ""stay_ms"": 5640}",127.0.0.1,e8bz43etwexy,Mozilla/5.0
63,8,view_card,2025-08-11 16:10:02,"{""card_id"": 1204, ""stay_ms"": 11159}",127.0.0.1,7dvbica2azq8,Mozilla/5.0
64,8,report,2025-08-07 08:11:02,"{""card_id"": 150, ""stay_ms"": 19681}",127.0.0.1,bmjtrca2npis,Mozilla/5.0
65,8,video_book,2025-07-09 17:49:02,"{""card_id"": 783, ""stay_ms"": 3665}",127.0.0.1,gi8ieyxnht1t,Mozilla/5.0
66,8,open_profile,2025-07-27 08:14:02,"{""card_id"": 926, ""stay_ms"": 11786}",127.0.0.1,t0ccuwteu23t,Mozilla/5.0
67,8,reject,2025-08-03 14:32:02,"{""card_id"": 1754, ""stay_ms"": 19804}",127.0.0.1,nfxg4e132rb7,Mozilla/5.0
68,8,date_create,2025-07-12 04:09:02,"{""card_id"": 254, ""stay_ms"": 15982}",127.0.0.1,d6d28n2qopz8,Mozilla/5.0
69,8,video_book,2025-08-22 17:26:02,"{""card_id"": 1267, ""stay_ms"": 4828}",127.0.0.1,ys502ihgw4j8,Mozilla/5.0
70,8,view_card,2025-06-25 20:21:02,"{""card_id"": 76, ""stay_ms"": 14525}",127.0.0.1,qlt03iy26858,Mozilla/5.0
71,8,date_create,2025-08-05 14:40:02,"{""card_id"": 864, ""stay_ms"": 13710}",127.0.0.1,bx57nrztw1s0,Mozilla/5.0
72,9,reject,2025-07-31 01:53:02,"{""card_id"": 1609, ""stay_ms"": 10968}",127.0.0.1,e70fvivcjpi0,Mozilla/5.0
73,9,reject,2025-08-18 02:25:02,"{""card_id"": 1638, ""stay_ms"": 14439}",127.0.0.1,3ifwsq8qiohk,Mozilla/5.0
74,9,open_chat,2025-07-07 14:15:02,"{""card_id"": 1749, ""stay_ms"": 10879}",127.0.0.1,iauwkp5eley7,Mozilla/5.0
75,9,video_book,2025-08-23 18:17:02,"{""card_id"": 1702, ""stay_ms"": 11909}",127.0.0.1,ha2rlm9rlzif,Mozilla/5.0
76,9,date_create,2025-07-15 20:00:02,"{""card_id"": 1741, ""stay_ms"": 8899}",127.0.0.1,earobrijjjkq,Mozilla/5.0
77,9,open_chat,2025-07-08 02:18:02,"{""card_id"": 1837, ""stay_ms"": 15804}",127.0.0.1,mm4g1ljz1x76,Mozilla/5.0
78,9,video_book,2025-06-24 15:23:02,"{""card_id"": 1616, ""stay_ms"": 17899}",127.0.0.1,3w1nvd08nz39,Mozilla/5.0
79,10,send_msg,2025-08-26 04:28:02,"{""card_id"": 270, ""stay_ms"": 1617}",127.0.0.1,xphij9wgq4cy,Mozilla/5.0
80,10,date_create,2025-08-16 12:09:02,"{""card_id"": 633, ""stay_ms"": 6525}",127.0.0.1,wt7e5hjshucj,Mozilla/5.0
81,10,video_book,2025-07-21 10:46:02,"{""card_id"": 446, ""stay_ms"": 15688}",127.0.0.1,m3p6ykcotmm7,Mozilla/5.0
82,10,open_profile,2025-07-22 12:59:02,"{""card_id"": 1492, ""stay_ms"": 17558}",127.0.0.1,7nxk1y5c29i2,Mozilla/5.0
83,10,video_book,2025-08-18 04:12:02,"{""card_id"": 1835, ""stay_ms"": 9483}",127.0.0.1,my5jr9y2om9e,Mozilla/5.0
84,10,like,2025-09-09 18:38:02,"{""card_id"": 1293, ""stay_ms"": 2041}",127.0.0.1,wa4f7gsv7nk7,Mozilla/5.0
85,10,send_msg,2025-07-27 22:25:02,"{""card_id"": 1229, ""stay_ms"": 6580}",127.0.0.1,twvmg5fze7vx,Mozilla/5.0
86,10,send_msg,2025-06-23 12:23:02,"{""card_id"": 1115, ""stay_ms"": 8572}",127.0.0.1,cdyaz0so7cvh,Mozilla/5.0
87,10,view_card,2025-08-09 06:42:02,"{""card_id"": 388, ""stay_ms"": 15935}",127.0.0.1,wcshni2rdu39,Mozilla/5.0
88,10,like,2025-06-24 09:26:02,"{""card_id"": 303, ""stay_ms"": 6283}",127.0.0.1,ptcu1m2s1h1j,Mozilla/5.0
89,10,open_chat,2025-06-28 19:34:02,"{""card_id"": 1305, ""stay_ms"": 18722}",127.0.0.1,ydk6exed8xio,Mozilla/5.0
90,11,report,2025-07-05 10:08:02,"{""card_id"": 997, ""stay_ms"": 16545}",127.0.0.1,bhoyand4x4ds,Mozilla/5.0
91,11,like,2025-07-26 00:58:02,"{""card_id"": 1626, ""stay_ms"": 14868}",127.0.0.1,5qx4s00fq3bi,Mozilla/5.0
92,11,open_chat,2025-07-06 16:26:02,"{""card_id"": 1989, ""stay_ms"": 17252}",127.0.0.1,fg60q96nlacy,Mozilla/5.0
93,11,date_create,2025-08-20 17:36:02,"{""card_id"": 953, ""stay_ms"": 16508}",127.0.0.1,z0cec9lshd91,Mozilla/5.0
94,11,like,2025-07-24 20:26:02,"{""card_id"": 879, ""stay_ms"": 18853}",127.0.0.1,e93m2sp0ty55,Mozilla/5.0
95,12,date_create,2025-07-09 01:21:02,"{""card_id"": 593, ""stay_ms"": 17837}",127.0.0.1,ly1b9rq5ag7v,Mozilla/5.0
96,12,video_book,2025-08-31 01:20:02,"{""card_id"": 295, ""stay_ms"": 11733}",127.0.0.1,gbvavm9qzzs4,Mozilla/5.0
97,12,date_create,2025-08-20 00:23:02,"{""card_id"": 889, ""stay_ms"": 8350}",127.0.0.1,wya3xgq3vsfb,Mozilla/5.0
98,12,open_chat,2025-06-26 08:25:02,"{""card_id"": 859, ""stay_ms"": 2261}",127.0.0.1,13qpebajlp4l,Mozilla/5.0
99,12,date_create,2025-07-01 11:04:02,"{""card_id"": 1074, ""stay_ms"": 6857}",127.0.0.1,k6m3hx24magt,Mozilla/5.0
100,12,video_book,2025-08-22 03:21:02,"{""card_id"": 1413, ""stay_ms"": 11139}",127.0.0.1,cix3l0trnf1b,Mozilla/5.0
101,12,reject,2025-08-13 08:06:02,"{""card_id"": 1758, ""stay_ms"": 19738}",127.0.0.1,ltph7hgys4l6,Mozilla/5.0
102,12,video_book,2025-07-16 12:53:02,"{""card_id"": 1191, ""stay_ms"": 19651}",127.0.0.1,tg2d5pq2un88,Mozilla/5.0
103,12,send_msg,2025-06-21 06:39:02,"{""card_id"": 1484, ""stay_ms"": 7330}",127.0.0.1,lzgb6udpzzir,Mozilla/5.0
104,12,video_book,2025-07-16 08:47:02,"{""card_id"": 1088, ""stay_ms"": 2259}",127.0.0.1,qvh7gkxr4ln2,Mozilla/5.0
105,12,like,2025-08-20 23:44:02,"{""card_id"": 1391, ""stay_ms"": 7872}",127.0.0.1,k9t9uj1nzlw0,Mozilla/5.0
106,13,date_create,2025-08-23 22:48:02,"{""card_id"": 87, ""stay_ms"": 8092}",127.0.0.1,z9y6l5m7jmt1,Mozilla/5.0
107,13,like,2025-09-07 09:10:02,"{""card_id"": 1312, ""stay_ms"": 19889}",127.0.0.1,wty3n020h9li,Mozilla/5.0
108,13,like,2025-07-04 23:06:02,"{""card_id"": 1790, ""stay_ms"": 5829}",127.0.0.1,q710b4h7ccda,Mozilla/5.0
109,13,send_msg,2025-08-03 04:39:02,"{""card_id"": 518, ""stay_ms"": 15037}",127.0.0.1,87aeaf7lmfz7,Mozilla/5.0
110,13,view_card,2025-09-01 22:18:02,"{""card_id"": 1207, ""stay_ms"": 18718}",127.0.0.1,v3pz7ufui1ve,Mozilla/5.0
111,14,open_chat,2025-07-08 01:50:02,"{""card_id"": 877, ""stay_ms"": 15209}",127.0.0.1,xuh9qhqalqhs,Mozilla/5.0
112,14,like,2025-09-06 09:45:02,"{""card_id"": 875, ""stay_ms"": 12053}",127.0.0.1,q9bjl31quhl6,Mozilla/5.0
113,14,like,2025-09-01 22:02:02,"{""card_id"": 1148, ""stay_ms"": 15189}",127.0.0.1,n2sekzhf9oup,Mozilla/5.0
114,14,video_book,2025-08-11 01:40:02,"{""card_id"": 1819, ""stay_ms"": 19130}",127.0.0.1,a80jlv6u47q0,Mozilla/5.0
115,14,video_book,2025-06-28 22:56:02,"{""card_id"": 991, ""stay_ms"": 12549}",127.0.0.1,7ywxl8zzcj02,Mozilla/5.0
116,14,video_book,2025-06-28 16:00:02,"{""card_id"": 971, ""stay_ms"": 3856}",127.0.0.1,scrkex84jjz4,Mozilla/5.0
117,14,open_profile,2025-08-21 08:44:02,"{""card_id"": 1324, ""stay_ms"": 9721}",127.0.0.1,986nzbsc3ka8,Mozilla/5.0
118,14,send_msg,2025-06-21 08:27:02,"{""card_id"": 1751, ""stay_ms"": 16966}",127.0.0.1,6gn1bkqwgt9p,Mozilla/5.0
119,14,video_book,2025-07-26 14:39:02,"{""card_id"": 559, ""stay_ms"": 9908}",127.0.0.1,14ts7b4mgee0,Mozilla/5.0
120,14,send_msg,2025-08-24 22:38:02,"{""card_id"": 99, ""stay_ms"": 14130}",127.0.0.1,alqzd6vogee3,Mozilla/5.0
121,15,send_msg,2025-06-18 15:51:02,"{""card_id"": 1323, ""stay_ms"": 1999}",127.0.0.1,rdijh820opwl,Mozilla/5.0
122,15,open_chat,2025-07-03 15:23:02,"{""card_id"": 178, ""stay_ms"": 18222}",127.0.0.1,w6gnd8t4vw1r,Mozilla/5.0
123,15,like,2025-07-28 11:59:02,"{""card_id"": 1262, ""stay_ms"": 17187}",127.0.0.1,nc3631gznio2,Mozilla/5.0
124,15,like,2025-08-14 21:43:02,"{""card_id"": 712, ""stay_ms"": 18967}",127.0.0.1,fj2h5k3ycn35,Mozilla/5.0
125,15,view_card,2025-08-29 10:08:02,"{""card_id"": 506, ""stay_ms"": 19688}",127.0.0.1,f4hl95iztchr,Mozilla/5.0
126,15,date_create,2025-08-21 19:58:02,"{""card_id"": 1683, ""stay_ms"": 1524}",127.0.0.1,0etbf0rumwy3,Mozilla/5.0
127,15,like,2025-07-11 13:18:02,"{""card_id"": 1156, ""stay_ms"": 13531}",127.0.0.1,gf1ejkxmp0y7,Mozilla/5.0
128,16,reject,2025-06-14 06:34:02,"{""card_id"": 315, ""stay_ms"": 4116}",127.0.0.1,f0gg9g3ugsgs,Mozilla/5.0
129,16,open_chat,2025-07-05 15:52:02,"{""card_id"": 1187, ""stay_ms"": 8292}",127.0.0.1,j4h6ho79a39i,Mozilla/5.0
130,16,date_create,2025-09-09 13:15:02,"{""card_id"": 807, ""stay_ms"": 6507}",127.0.0.1,p5tgi594ohwp,Mozilla/5.0
131,16,view_card,2025-09-05 07:15:02,"{""card_id"": 160, ""stay_ms"": 6634}",127.0.0.1,tub2epgy09tw,Mozilla/5.0
132,16,like,2025-06-20 02:05:02,"{""card_id"": 1235, ""stay_ms"": 10136}",127.0.0.1,mbxy19gwmgoz,Mozilla/5.0
133,16,video_book,2025-07-21 14:07:02,"{""card_id"": 1954, ""stay_ms"": 9414}",127.0.0.1,zymsj1l91naq,Mozilla/5.0
134,17,send_msg,2025-08-03 22:27:02,"{""card_id"": 202, ""stay_ms"": 16761}",127.0.0.1,qfe1m2bu62rp,Mozilla/5.0
135,17,video_book,2025-06-29 00:26:02,"{""card_id"": 731, ""stay_ms"": 15195}",127.0.0.1,c6e9rwtg25bs,Mozilla/5.0
136,17,like,2025-08-19 18:03:02,"{""card_id"": 142, ""stay_ms"": 4320}",127.0.0.1,xs0bhrxfif6g,Mozilla/5.0
137,17,send_msg,2025-08-17 07:12:02,"{""card_id"": 174, ""stay_ms"": 4175}",127.0.0.1,wost37t824xb,Mozilla/5.0
138,17,view_card,2025-06-16 11:45:02,"{""card_id"": 1701, ""stay_ms"": 6363}",127.0.0.1,m4npe4zbsvbn,Mozilla/5.0
139,17,send_msg,2025-07-15 14:20:02,"{""card_id"": 203, ""stay_ms"": 5296}",127.0.0.1,cc4cmkchuc4p,Mozilla/5.0
140,17,view_card,2025-06-28 10:45:02,"{""card_id"": 1459, ""stay_ms"": 3824}",127.0.0.1,pdnhzko2zc5z,Mozilla/5.0
141,17,open_chat,2025-07-12 06:52:02,"{""card_id"": 659, ""stay_ms"": 10246}",127.0.0.1,nindahngao1w,Mozilla/5.0
142,17,date_create,2025-08-18 14:13:02,"{""card_id"": 619, ""stay_ms"": 19608}",127.0.0.1,40wh3skgpjqc,Mozilla/5.0
143,17,view_card,2025-08-23 23:57:02,"{""card_id"": 1737, ""stay_ms"": 16546}",127.0.0.1,jqszw2dczg3h,Mozilla/5.0
144,17,open_profile,2025-08-19 04:47:02,"{""card_id"": 1316, ""stay_ms"": 5475}",127.0.0.1,6eoo30c9w9y2,Mozilla/5.0
145,18,send_msg,2025-07-20 09:19:02,"{""card_id"": 520, ""stay_ms"": 8234}",127.0.0.1,4bkngdnabn1s,Mozilla/5.0
146,18,open_profile,2025-06-12 17:42:02,"{""card_id"": 1014, ""stay_ms"": 17937}",127.0.0.1,abukwg27ekqc,Mozilla/5.0
147,18,send_msg,2025-08-16 20:21:02,"{""card_id"": 653, ""stay_ms"": 16499}",127.0.0.1,ctlurase8kzh,Mozilla/5.0
148,18,reject,2025-08-15 09:22:02,"{""card_id"": 1243, ""stay_ms"": 4791}",127.0.0.1,i8qpqzdib43r,Mozilla/5.0
149,18,video_book,2025-08-08 06:09:02,"{""card_id"": 491, ""stay_ms"": 7483}",127.0.0.1,5lj4udkhn09p,Mozilla/5.0
150,18,video_book,2025-08-29 07:47:02,"{""card_id"": 536, ""stay_ms"": 3805}",127.0.0.1,9yl8t9j6jvfb,Mozilla/5.0
151,18,open_profile,2025-07-22 20:24:02,"{""card_id"": 829, ""stay_ms"": 16686}",127.0.0.1,3mst9v87ifp3,Mozilla/5.0
152,19,date_create,2025-07-24 06:28:02,"{""card_id"": 1849, ""stay_ms"": 19921}",127.0.0.1,ghe8l00yac9b,Mozilla/5.0
153,19,open_chat,2025-07-13 12:59:02,"{""card_id"": 1617, ""stay_ms"": 16937}",127.0.0.1,evjh88zpptg7,Mozilla/5.0
154,19,reject,2025-07-29 11:48:02,"{""card_id"": 1061, ""stay_ms"": 14800}",127.0.0.1,ogph27phfnh5,Mozilla/5.0
155,19,view_card,2025-08-16 13:00:02,"{""card_id"": 1947, ""stay_ms"": 7553}",127.0.0.1,klxzm4ev40b3,Mozilla/5.0
156,19,open_chat,2025-07-28 05:13:02,"{""card_id"": 38, ""stay_ms"": 3695}",127.0.0.1,cspzu39zqmmh,Mozilla/5.0
157,19,date_create,2025-07-20 06:55:02,"{""card_id"": 1376, ""stay_ms"": 12778}",127.0.0.1,rftvnmyf0ivi,Mozilla/5.0
158,19,date_create,2025-09-05 06:23:02,"{""card_id"": 1660, ""stay_ms"": 12983}",127.0.0.1,wdtw6fph2dwy,Mozilla/5.0
159,19,video_book,2025-06-18 06:27:02,"{""card_id"": 36, ""stay_ms"": 17113}",127.0.0.1,ap4zzmpce8ea,Mozilla/5.0
160,19,reject,2025-07-13 11:54:02,"{""card_id"": 1891, ""stay_ms"": 4856}",127.0.0.1,iu9bzcfjdo0i,Mozilla/5.0
161,20,send_msg,2025-07-31 03:35:02,"{""card_id"": 1343, ""stay_ms"": 13240}",127.0.0.1,j2kwghjbd4bg,Mozilla/5.0
162,20,date_create,2025-08-30 01:58:02,"{""card_id"": 1748, ""stay_ms"": 1134}",127.0.0.1,vlv3lwe79pxp,Mozilla/5.0
163,20,video_book,2025-07-02 12:39:02,"{""card_id"": 1679, ""stay_ms"": 14381}",127.0.0.1,0jnzobfkrb7r,Mozilla/5.0
164,20,like,2025-08-02 21:16:02,"{""card_id"": 130, ""stay_ms"": 3050}",127.0.0.1,iiq5x4rqp1i1,Mozilla/5.0
165,20,like,2025-08-12 12:28:02,"{""card_id"": 220, ""stay_ms"": 7136}",127.0.0.1,8sz40luua3og,Mozilla/5.0
166,20,reject,2025-07-13 18:55:02,"{""card_id"": 102, ""stay_ms"": 6609}",127.0.0.1,c2z5ekpremsi,Mozilla/5.0
167,20,view_card,2025-06-23 06:13:02,"{""card_id"": 1172, ""stay_ms"": 5370}",127.0.0.1,ke12h6gshust,Mozilla/5.0
168,20,reject,2025-07-03 12:14:02,"{""card_id"": 1895, ""stay_ms"": 13774}",127.0.0.1,wuptpp9bi75i,Mozilla/5.0
169,20,report,2025-06-29 22:04:02,"{""card_id"": 190, ""stay_ms"": 8060}",127.0.0.1,09keujmlx2f4,Mozilla/5.0
170,20,view_card,2025-07-09 15:55:02,"{""card_id"": 1541, ""stay_ms"": 17695}",127.0.0.1,nkogalh19vf1,Mozilla/5.0
171,20,video_book,2025-06-19 09:53:02,"{""card_id"": 691, ""stay_ms"": 2052}",127.0.0.1,39j9ut9llkts,Mozilla/5.0
172,20,report,2025-07-28 02:42:02,"{""card_id"": 824, ""stay_ms"": 8884}",127.0.0.1,3mo7kj03zlsi,Mozilla/5.0
173,21,open_profile,2025-09-07 20:13:02,"{""card_id"": 736, ""stay_ms"": 15413}",127.0.0.1,p5taudsgq78o,Mozilla/5.0
174,21,reject,2025-08-11 02:37:02,"{""card_id"": 1738, ""stay_ms"": 4231}",127.0.0.1,o483x4xrfo8p,Mozilla/5.0
175,21,open_chat,2025-07-16 08:48:02,"{""card_id"": 45, ""stay_ms"": 10738}",127.0.0.1,yky8u2ooegma,Mozilla/5.0
176,21,date_create,2025-07-31 14:15:02,"{""card_id"": 458, ""stay_ms"": 3242}",127.0.0.1,k9h2jwo55a0d,Mozilla/5.0
177,21,date_create,2025-06-30 06:03:02,"{""card_id"": 1248, ""stay_ms"": 17203}",127.0.0.1,xj83xpi28hjg,Mozilla/5.0
178,21,date_create,2025-06-21 15:12:02,"{""card_id"": 934, ""stay_ms"": 4811}",127.0.0.1,qk0rfsfies12,Mozilla/5.0
179,21,video_book,2025-08-21 03:33:02,"{""card_id"": 182, ""stay_ms"": 6334}",127.0.0.1,u6sfvqmacukw,Mozilla/5.0
180,21,open_profile,2025-08-11 18:50:02,"{""card_id"": 423, ""stay_ms"": 3748}",127.0.0.1,n43tr645feid,Mozilla/5.0
181,21,send_msg,2025-08-07 06:18:02,"{""card_id"": 1684, ""stay_ms"": 16619}",127.0.0.1,tew6mnpytfql,Mozilla/5.0
182,21,video_book,2025-08-14 03:41:02,"{""card_id"": 60, ""stay_ms"": 1202}",127.0.0.1,huicm6jpg1rv,Mozilla/5.0
183,22,reject,2025-06-21 21:28:02,"{""card_id"": 60, ""stay_ms"": 17993}",127.0.0.1,zulaqhzqf0ry,Mozilla/5.0
184,22,send_msg,2025-08-28 01:16:02,"{""card_id"": 147, ""stay_ms"": 18645}",127.0.0.1,1mybxtjez7sq,Mozilla/5.0
