id,user_id,relationship_goal,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_cities,accept_long_distance,accept_divorce,accept_children,marriage_timeline,child_plan,family_view,religion,must_not_accept,bonus_points,created_at,updated_at
59,59,dating,28,37,155,175,"[""Nanjing"", ""Suzhou"", ""Beijing""]",1,1,1,1y,,with_parents,christian,[],"[""reader"", ""sporty"", ""chef""]",2025-07-03 11:04:02,2025-07-03 11:04:02
60,60,marriage,28,34,161,181,"[""Hangzhou"", ""Tianjin"", ""Shanghai""]",1,1,1,flexible,dont_want,,,[],"[""family_oriented"", ""reader"", ""chef""]",2025-08-08 11:04:02,2025-08-08 11:04:02
61,61,dating,23,26,150,156,"[""Wuhan"", ""Shenzhen""]",1,0,0,unknown,want,with_parents,taoism,"[""heavy_drinking"", ""different_religion""]","[""reader""]",2025-06-25 11:04:02,2025-06-25 11:04:02
62,62,dating,22,32,150,164,"[""Xi'an""]",1,0,1,1y,flexible,flexible,none,"[""different_religion"", ""no_children""]",[],2025-07-01 11:04:02,2025-07-01 11:04:02
63,63,marriage,27,32,154,172,"[""Shenzhen""]",0,1,1,flexible,want,independent,none,"[""smoking""]","[""family_oriented""]",2025-09-02 11:04:02,2025-09-02 11:04:02
64,64,dating,28,37,162,174,"[""Wuhan""]",0,0,0,unknown,flexible,with_parents,,[],"[""sporty""]",2025-07-13 11:04:02,2025-07-13 11:04:02
65,65,dating,25,34,159,168,"[""Wuhan"", ""Guangzhou"", ""Xi'an""]",1,1,1,2y,,with_parents,,"[""pet_reject"", ""different_religion""]","[""sporty"", ""reader"", ""family_oriented""]",2025-07-23 11:04:02,2025-07-23 11:04:02
66,66,marriage,27,30,159,179,"[""Guangzhou"", ""Hangzhou""]",0,1,1,,,,,"[""heavy_drinking""]","[""traveler"", ""financially_prudent""]",2025-09-06 11:04:02,2025-09-06 11:04:02
67,67,dating,27,37,153,171,"[""Chengdu""]",0,1,0,1y,dont_want,with_parents,taoism,"[""no_children""]","[""sporty""]",2025-07-22 11:04:02,2025-07-22 11:04:02
68,68,marriage,25,34,154,173,"[""Hangzhou"", ""Shanghai""]",1,1,1,2y,unknown,flexible,,[],"[""family_oriented"", ""reader""]",2025-07-04 11:04:02,2025-07-04 11:04:02
69,69,marriage,25,29,153,165,"[""Suzhou"", ""Tianjin"", ""Nanjing""]",1,0,1,flexible,,with_parents,taoism,"[""smoking""]","[""reader""]",2025-08-16 11:04:02,2025-08-16 11:04:02
70,70,dating,27,30,150,170,"[""Nanjing""]",1,1,0,2y,dont_want,with_parents,christian,"[""no_children"", ""pet_reject""]","[""sporty"", ""family_oriented""]",2025-08-07 11:04:02,2025-08-07 11:04:02
71,71,dating,24,30,160,166,"[""Suzhou"", ""Tianjin""]",0,1,0,flexible,unknown,independent,taoism,"[""no_children""]","[""family_oriented"", ""financially_prudent"", ""sporty""]",2025-07-29 11:04:02,2025-07-29 11:04:02
72,72,dating,24,27,150,170,"[""Xi'an"", ""Shenzhen"", ""Wuhan""]",1,1,1,unknown,dont_want,with_parents,,[],"[""chef""]",2025-08-24 11:04:02,2025-08-24 11:04:02
73,73,marriage,27,35,153,167,"[""Nanjing"", ""Guangzhou"", ""Chengdu""]",1,1,1,1y,want,with_parents,christian,"[""smoking""]","[""chef"", ""financially_prudent""]",2025-07-23 11:04:02,2025-07-23 11:04:02
74,74,marriage,24,31,161,174,"[""Wuhan"", ""Shanghai""]",0,1,1,unknown,,independent,christian,"[""smoking"", ""different_religion""]","[""sporty"", ""chef""]",2025-08-01 11:04:02,2025-08-01 11:04:02
75,75,marriage,28,36,160,166,"[""Wuhan""]",1,1,1,flexible,flexible,with_parents,none,[],"[""chef""]",2025-08-02 11:04:02,2025-08-02 11:04:02
76,76,dating,22,32,161,176,"[""Beijing"", ""Wuhan"", ""Shanghai""]",1,1,1,flexible,,,buddhism,"[""smoking"", ""heavy_drinking""]",[],2025-06-18 11:04:02,2025-06-18 11:04:02
77,77,dating,27,32,162,171,"[""Beijing""]",0,1,1,1y,want,flexible,,[],"[""reader""]",2025-08-15 11:04:02,2025-08-15 11:04:02
78,78,dating,22,31,156,165,"[""Tianjin""]",1,1,0,,want,flexible,islam,"[""smoking"", ""no_children""]","[""chef"", ""family_oriented""]",2025-07-27 11:04:02,2025-07-27 11:04:02
79,79,marriage,25,31,164,183,"[""Chengdu"", ""Nanjing"", ""Suzhou""]",1,1,1,,unknown,with_parents,christian,"[""different_religion""]","[""chef"", ""sporty"", ""family_oriented""]",2025-06-22 11:04:02,2025-06-22 11:04:02
80,80,marriage,23,33,152,170,"[""Hangzhou""]",1,0,1,,want,,taoism,"[""different_religion"", ""pet_reject""]","[""chef"", ""financially_prudent""]",2025-07-28 11:04:02,2025-07-28 11:04:02
81,81,dating,26,33,150,169,"[""Shanghai""]",1,1,0,flexible,flexible,,buddhism,[],[],2025-08-11 11:04:02,2025-08-11 11:04:02
82,82,marriage,22,25,160,167,"[""Beijing""]",0,1,1,flexible,,,christian,"[""no_children"", ""smoking""]","[""sporty""]",2025-07-28 11:04:02,2025-07-28 11:04:02
83,83,marriage,24,34,160,172,"[""Wuhan"", ""Hangzhou"", ""Nanjing""]",0,1,0,2y,want,flexible,taoism,"[""pet_reject"", ""no_children""]","[""sporty""]",2025-07-17 11:04:02,2025-07-17 11:04:02
84,84,marriage,27,37,162,170,"[""Tianjin"", ""Wuhan"", ""Beijing""]",0,1,1,,flexible,with_parents,islam,"[""smoking"", ""no_children""]","[""financially_prudent"", ""chef""]",2025-08-16 11:04:02,2025-08-16 11:04:02
85,85,marriage,24,27,163,174,"[""Chengdu""]",1,1,1,flexible,unknown,,,[],[],2025-09-07 11:04:02,2025-09-07 11:04:02
86,86,marriage,22,28,151,170,"[""Shenzhen"", ""Chengdu"", ""Xi'an""]",1,0,0,1y,flexible,with_parents,none,"[""pet_reject""]","[""family_oriented"", ""reader"", ""sporty""]",2025-07-23 11:04:02,2025-07-23 11:04:02
87,87,marriage,22,29,155,167,"[""Shanghai"", ""Nanjing""]",0,0,0,1y,,with_parents,christian,[],"[""reader"", ""chef"", ""traveler""]",2025-08-18 11:04:02,2025-08-18 11:04:02
88,88,marriage,26,33,164,178,"[""Shenzhen""]",1,1,0,1y,unknown,independent,christian,[],"[""financially_prudent"", ""chef""]",2025-07-04 11:04:02,2025-07-04 11:04:02
89,89,marriage,27,35,163,171,"[""Hangzhou""]",1,0,1,1y,want,,christian,[],"[""traveler"", ""financially_prudent"", ""family_oriented""]",2025-08-16 11:04:02,2025-08-16 11:04:02
90,90,dating,26,35,155,169,"[""Nanjing"", ""Hangzhou""]",1,0,0,,want,,none,"[""smoking"", ""different_religion""]","[""financially_prudent""]",2025-08-12 11:04:02,2025-08-12 11:04:02
91,91,dating,26,29,155,165,"[""Guangzhou"", ""Shanghai""]",0,0,1,unknown,flexible,flexible,islam,[],"[""financially_prudent"", ""traveler""]",2025-07-30 11:04:02,2025-07-30 11:04:02
92,92,marriage,22,27,156,166,"[""Shenzhen""]",0,0,1,2y,want,flexible,taoism,"[""pet_reject""]","[""reader"", ""chef"", ""traveler""]",2025-07-04 11:04:02,2025-07-04 11:04:02
93,93,dating,27,30,163,173,"[""Xi'an"", ""Shenzhen"", ""Suzhou""]",1,1,0,2y,flexible,independent,buddhism,"[""heavy_drinking""]","[""family_oriented""]",2025-06-27 11:04:02,2025-06-27 11:04:02
94,94,marriage,22,29,155,168,"[""Guangzhou""]",1,1,0,unknown,unknown,independent,islam,"[""different_religion""]",[],2025-07-18 11:04:02,2025-07-18 11:04:02
95,95,marriage,24,31,163,183,"[""Shenzhen"", ""Tianjin"", ""Guangzhou""]",0,1,1,1y,dont_want,with_parents,buddhism,"[""different_religion"", ""pet_reject""]",[],2025-06-12 11:04:02,2025-06-12 11:04:02
96,96,dating,23,26,157,169,"[""Xi'an"", ""Beijing"", ""Shanghai""]",1,0,1,flexible,want,independent,none,"[""different_religion""]",[],2025-07-22 11:04:02,2025-07-22 11:04:02
97,97,marriage,22,30,162,178,"[""Wuhan"", ""Suzhou"", ""Hangzhou""]",1,0,0,2y,dont_want,flexible,buddhism,"[""no_children"", ""pet_reject""]","[""sporty"", ""traveler""]",2025-07-22 11:04:02,2025-07-22 11:04:02
98,98,dating,28,31,164,174,"[""Wuhan""]",0,1,1,1y,,with_parents,buddhism,"[""no_children""]","[""traveler"", ""reader""]",2025-06-18 11:04:02,2025-06-18 11:04:02
99,99,dating,27,34,159,164,"[""Guangzhou"", ""Suzhou"", ""Shenzhen""]",0,1,1,,unknown,with_parents,,[],[],2025-08-20 11:04:02,2025-08-20 11:04:02
100,100,marriage,25,28,152,159,"[""Shenzhen""]",0,0,0,1y,dont_want,with_parents,christian,[],"[""reader""]",2025-08-26 11:04:02,2025-08-26 11:04:02
101,101,dating,26,30,157,163,"[""Chengdu""]",1,1,1,unknown,unknown,,islam,"[""pet_reject"", ""smoking""]","[""family_oriented"", ""chef"", ""traveler""]",2025-07-27 11:04:02,2025-07-27 11:04:02
102,102,dating,28,37,162,182,"[""Chengdu""]",0,0,0,,flexible,,,"[""heavy_drinking"", ""smoking""]",[],2025-08-14 11:04:02,2025-08-14 11:04:02
103,103,marriage,22,29,165,182,"[""Beijing"", ""Nanjing""]",1,0,1,flexible,want,independent,,"[""heavy_drinking""]",[],2025-07-31 11:04:02,2025-07-31 11:04:02
104,104,marriage,22,25,161,174,"[""Suzhou"", ""Wuhan""]",1,1,0,1y,want,independent,taoism,"[""smoking""]",[],2025-08-13 11:04:02,2025-08-13 11:04:02
105,105,dating,28,31,162,177,"[""Nanjing"", ""Chengdu"", ""Suzhou""]",0,1,1,1y,unknown,independent,none,"[""no_children""]",[],2025-08-23 11:04:02,2025-08-23 11:04:02
106,106,marriage,26,31,157,175,"[""Xi'an"", ""Tianjin""]",0,1,1,flexible,unknown,independent,none,[],[],2025-06-15 11:04:02,2025-06-15 11:04:02
107,107,marriage,28,32,154,160,"[""Shenzhen"", ""Shanghai""]",1,1,1,flexible,flexible,flexible,,[],"[""traveler"", ""financially_prudent""]",2025-07-19 11:04:02,2025-07-19 11:04:02
108,108,marriage,25,28,156,173,"[""Shanghai""]",1,1,0,,dont_want,with_parents,buddhism,"[""no_children"", ""different_religion""]","[""traveler"", ""reader""]",2025-07-31 11:04:02,2025-07-31 11:04:02
109,109,marriage,27,36,163,168,"[""Shenzhen""]",0,0,1,flexible,want,independent,christian,[],"[""financially_prudent""]",2025-07-29 11:04:02,2025-07-29 11:04:02
110,110,marriage,22,28,158,163,"[""Suzhou"", ""Tianjin"", ""Shanghai""]",1,0,1,unknown,,,none,"[""no_children""]",[],2025-07-11 11:04:02,2025-07-11 11:04:02
111,111,marriage,27,31,159,169,"[""Hangzhou"", ""Chengdu"", ""Suzhou""]",0,1,1,2y,want,,taoism,"[""different_religion"", ""no_children""]","[""reader"", ""chef"", ""traveler""]",2025-07-02 11:04:02,2025-07-02 11:04:02
112,112,dating,28,37,156,168,"[""Wuhan""]",1,0,0,,,,,"[""smoking""]","[""financially_prudent"", ""sporty"", ""reader""]",2025-09-06 11:04:02,2025-09-06 11:04:02
113,113,dating,28,34,156,176,"[""Tianjin""]",1,1,1,flexible,flexible,,taoism,[],[],2025-06-28 11:04:02,2025-06-28 11:04:02
114,114,dating,27,34,152,157,"[""Suzhou"", ""Shanghai""]",1,1,1,flexible,dont_want,with_parents,christian,"[""smoking"", ""pet_reject""]","[""sporty""]",2025-08-23 11:04:02,2025-08-23 11:04:02
115,115,marriage,22,25,165,173,"[""Guangzhou"", ""Hangzhou"", ""Shenzhen""]",1,0,1,unknown,,independent,none,"[""different_religion""]",[],2025-08-28 11:04:02,2025-08-28 11:04:02
116,116,marriage,25,30,153,158,"[""Shenzhen""]",0,0,1,unknown,,flexible,,[],"[""financially_prudent"", ""sporty"", ""chef""]",2025-09-09 11:04:02,2025-09-09 11:04:02
117,117,marriage,24,27,165,179,"[""Chengdu"", ""Hangzhou"", ""Wuhan""]",1,1,1,2y,dont_want,,islam,"[""heavy_drinking"", ""smoking""]","[""financially_prudent"", ""traveler"", ""chef""]",2025-08-11 11:04:02,2025-08-11 11:04:02
118,118,marriage,27,34,161,171,"[""Nanjing"", ""Shenzhen""]",1,1,0,,flexible,with_parents,,"[""different_religion"", ""heavy_drinking""]","[""sporty"", ""chef""]",2025-08-15 11:04:02,2025-08-15 11:04:02
119,119,dating,25,34,156,167,"[""Nanjing""]",1,1,1,1y,unknown,with_parents,taoism,"[""heavy_drinking""]","[""chef""]",2025-06-28 11:04:02,2025-06-28 11:04:02
120,120,marriage,23,29,158,164,"[""Nanjing""]",1,1,1,1y,,independent,islam,"[""no_children""]","[""family_oriented"", ""sporty"", ""reader""]",2025-07-27 11:04:02,2025-07-27 11:04:02
121,121,marriage,24,32,161,175,"[""Guangzhou"", ""Shanghai""]",1,1,1,1y,flexible,independent,christian,"[""smoking""]","[""reader"", ""family_oriented""]",2025-08-30 11:04:02,2025-08-30 11:04:02
122,122,dating,27,33,152,168,"[""Shenzhen""]",1,1,1,unknown,flexible,with_parents,buddhism,[],[],2025-06-27 11:04:02,2025-06-27 11:04:02
123,123,marriage,27,31,150,162,"[""Hangzhou"", ""Guangzhou"", ""Chengdu""]",1,1,1,,dont_want,with_parents,islam,"[""heavy_drinking""]","[""traveler"", ""reader"", ""chef""]",2025-07-10 11:04:02,2025-07-10 11:04:02
124,124,dating,26,36,156,162,"[""Guangzhou""]",0,1,0,flexible,want,flexible,taoism,"[""heavy_drinking""]","[""traveler""]",2025-07-30 11:04:02,2025-07-30 11:04:02
125,125,dating,22,25,159,177,"[""Beijing"", ""Nanjing""]",1,0,1,2y,dont_want,flexible,islam,"[""heavy_drinking"", ""different_religion""]","[""financially_prudent"", ""traveler""]",2025-08-30 11:04:02,2025-08-30 11:04:02
126,126,marriage,28,38,157,170,"[""Wuhan"", ""Suzhou""]",0,1,1,1y,want,flexible,islam,[],"[""reader"", ""financially_prudent""]",2025-08-23 11:04:02,2025-08-23 11:04:02
127,127,dating,28,35,161,167,"[""Wuhan"", ""Xi'an"", ""Hangzhou""]",0,1,1,2y,,independent,none,[],"[""traveler"", ""chef"", ""reader""]",2025-07-14 11:04:02,2025-07-14 11:04:02
128,128,marriage,22,25,151,162,"[""Chengdu"", ""Wuhan""]",0,1,1,2y,unknown,,none,"[""different_religion""]","[""chef"", ""traveler""]",2025-08-08 11:04:02,2025-08-08 11:04:02
129,129,marriage,26,35,152,158,"[""Chengdu""]",1,1,1,1y,dont_want,independent,islam,"[""different_religion""]",[],2025-06-23 11:04:02,2025-06-23 11:04:02
130,130,dating,24,27,162,169,"[""Chengdu"", ""Suzhou"", ""Shanghai""]",1,1,0,2y,,with_parents,buddhism,[],[],2025-09-04 11:04:02,2025-09-04 11:04:02
131,131,dating,28,36,150,170,"[""Shanghai"", ""Suzhou"", ""Wuhan""]",1,0,1,1y,,independent,buddhism,"[""no_children"", ""heavy_drinking""]","[""sporty""]",2025-08-22 11:04:02,2025-08-22 11:04:02
132,132,dating,27,32,163,172,"[""Beijing"", ""Shenzhen"", ""Tianjin""]",0,1,0,,flexible,with_parents,christian,"[""smoking"", ""heavy_drinking""]",[],2025-06-26 11:04:02,2025-06-26 11:04:02
133,133,dating,25,30,157,165,"[""Tianjin"", ""Hangzhou""]",0,1,0,unknown,,,islam,"[""different_religion"", ""smoking""]","[""financially_prudent"", ""sporty"", ""traveler""]",2025-07-26 11:04:02,2025-07-26 11:04:02
