id,user_id,order_no,item_code,amount,pay_status,created_at
154,430,ORD00430y7hflk,matchmaker_1v1,199.0,paid,2025-07-31 11:04:02
155,431,ORD00431nwdz4r,priority_match,49.0,paid,2025-06-15 11:04:02
156,436,ORD004363p9ftr,exposure_boost,19.9,refunded,2025-08-20 11:04:02
157,438,ORD00438c93tpq,matchmaker_1v1,199.0,unpaid,2025-07-17 11:04:02
158,439,ORD00439lrcox2,matchmaker_1v1,199.0,paid,2025-07-22 11:04:02
159,440,ORD0044070vftk,priority_match,49.0,refunded,2025-08-06 11:04:02
160,441,ORD00441ebbvqo,priority_match,49.0,paid,2025-08-22 11:04:02
161,442,ORD0044221lggc,matchmaker_1v1,199.0,paid,2025-07-21 11:04:02
162,443,ORD004433jxkey,priority_match,49.0,refunding,2025-08-04 11:04:02
163,445,ORD00445hy3q04,matchmaker_1v1,199.0,refunded,2025-09-09 11:04:02
164,449,ORD00449cd60yj,priority_match,49.0,paid,2025-07-01 11:04:02
165,450,ORD00450x9iczt,matchmaker_1v1,199.0,refunded,2025-08-03 11:04:02
166,455,ORD004551lcke4,priority_match,49.0,refunding,2025-08-21 11:04:02
167,456,ORD004567by3my,matchmaker_1v1,199.0,paid,2025-08-13 11:04:02
168,458,ORD0045816osoj,exposure_boost,19.9,unpaid,2025-07-05 11:04:02
169,459,ORD00459cl1yvk,exposure_boost,19.9,refunding,2025-08-02 11:04:02
170,460,ORD00460ticcs5,priority_match,49.0,refunding,2025-08-04 11:04:02
171,461,ORD004613byvgz,matchmaker_1v1,199.0,unpaid,2025-08-20 11:04:02
172,463,ORD00463ygfzb7,exposure_boost,19.9,refunded,2025-07-31 11:04:02
173,466,ORD00466c2xaqo,priority_match,49.0,refunding,2025-07-13 11:04:02
174,467,ORD00467ib9o5c,exposure_boost,19.9,paid,2025-09-04 11:04:02
175,469,ORD00469s19zb1,matchmaker_1v1,199.0,paid,2025-07-29 11:04:02
176,470,ORD00470of93zb,priority_match,49.0,paid,2025-07-02 11:04:02
177,472,ORD00472dk3qxj,priority_match,49.0,unpaid,2025-07-09 11:04:02
178,474,ORD00474bypwla,exposure_boost,19.9,paid,2025-08-25 11:04:02
179,476,ORD00476ffthoa,priority_match,49.0,refunded,2025-06-12 11:04:02
180,478,ORD004789nxrfp,exposure_boost,19.9,refunding,2025-06-21 11:04:02
181,484,ORD00484gd064u,matchmaker_1v1,199.0,refunding,2025-08-10 11:04:02
182,485,ORD004855suctl,matchmaker_1v1,199.0,paid,2025-06-14 11:04:02
183,486,ORD00486xf6q27,priority_match,49.0,paid,2025-06-14 11:04:02
184,489,ORD0048984j40o,priority_match,49.0,unpaid,2025-08-16 11:04:02
185,490,ORD00490qygri3,exposure_boost,19.9,refunding,2025-08-31 11:04:02
186,497,ORD004979z3fbg,matchmaker_1v1,199.0,paid,2025-07-29 11:04:02
187,499,ORD00499ofjoyz,exposure_boost,19.9,unpaid,2025-07-12 11:04:02
188,501,ORD0050163w8s3,matchmaker_1v1,199.0,unpaid,2025-09-01 11:04:02
189,502,ORD00502s6lyri,priority_match,49.0,paid,2025-06-20 11:04:02
190,503,ORD0050390vfvc,exposure_boost,19.9,paid,2025-08-18 11:04:02
191,504,ORD005044hi3f2,exposure_boost,19.9,refunding,2025-07-13 11:04:02
192,508,ORD00508hrxtde,matchmaker_1v1,199.0,refunding,2025-08-26 11:04:02
193,515,ORD00515c8899o,priority_match,49.0,paid,2025-08-27 11:04:02
194,517,ORD00517pjj7yw,matchmaker_1v1,199.0,refunded,2025-07-17 11:04:02
195,518,ORD005188bmnhm,priority_match,49.0,paid,2025-06-25 11:04:02
196,519,ORD00519wubsj9,matchmaker_1v1,199.0,unpaid,2025-06-15 11:04:02
197,521,ORD00521x5a1a8,exposure_boost,19.9,paid,2025-08-27 11:04:02
198,523,ORD0052347olt0,exposure_boost,19.9,refunded,2025-06-29 11:04:02
199,531,ORD00531vabrff,exposure_boost,19.9,paid,2025-06-22 11:04:02
200,534,ORD00534560sg0,priority_match,49.0,refunded,2025-08-20 11:04:02
201,535,ORD00535vhwd8h,priority_match,49.0,paid,2025-07-28 11:04:02
202,536,ORD005361uv5yj,priority_match,49.0,paid,2025-09-04 11:04:02
203,539,ORD005390lqaz0,exposure_boost,19.9,refunded,2025-08-21 11:04:02
204,541,ORD00541kaeff7,priority_match,49.0,unpaid,2025-06-13 11:04:02
205,542,ORD00542x0igla,priority_match,49.0,paid,2025-07-09 11:04:02
206,543,ORD00543hu7pwm,priority_match,49.0,paid,2025-08-02 11:04:02
207,546,ORD00546onnosk,exposure_boost,19.9,refunded,2025-07-11 11:04:02
208,547,ORD00547vw02xf,priority_match,49.0,unpaid,2025-06-20 11:04:02
209,548,ORD005482mzkcv,exposure_boost,19.9,paid,2025-07-10 11:04:02
210,549,ORD00549fgk0k7,matchmaker_1v1,199.0,unpaid,2025-06-24 11:04:02
211,552,ORD00552hk9tun,priority_match,49.0,paid,2025-07-14 11:04:02
212,553,ORD005536oam7a,priority_match,49.0,refunded,2025-07-01 11:04:02
213,559,ORD00559z6693j,exposure_boost,19.9,paid,2025-06-24 11:04:02
214,560,ORD00560yi1lni,priority_match,49.0,unpaid,2025-06-12 11:04:02
215,563,ORD00563uwfcbb,exposure_boost,19.9,refunding,2025-08-22 11:04:02
216,564,ORD00564j85l3c,matchmaker_1v1,199.0,unpaid,2025-08-06 11:04:02
217,569,ORD00569tmc0sv,exposure_boost,19.9,paid,2025-08-08 11:04:02
218,571,ORD005710fcmal,exposure_boost,19.9,refunding,2025-07-23 11:04:02
219,573,ORD005733zxw5e,matchmaker_1v1,199.0,paid,2025-08-10 11:04:02
220,574,ORD0057410l5f8,matchmaker_1v1,199.0,paid,2025-06-13 11:04:02
221,576,ORD00576sfnfho,exposure_boost,19.9,refunding,2025-07-26 11:04:02
222,580,ORD00580rifyj8,priority_match,49.0,refunding,2025-07-20 11:04:02
223,582,ORD00582cv3e48,matchmaker_1v1,199.0,paid,2025-06-29 11:04:02
224,583,ORD005832uu73p,matchmaker_1v1,199.0,unpaid,2025-07-03 11:04:02
225,586,ORD00586s2w3eu,matchmaker_1v1,199.0,refunding,2025-08-03 11:04:02
226,587,ORD00587l7r5ii,priority_match,49.0,refunding,2025-08-09 11:04:02
227,591,ORD00591ac4qyo,exposure_boost,19.9,unpaid,2025-08-03 11:04:02
228,598,ORD005982un9v6,matchmaker_1v1,199.0,paid,2025-06-14 11:04:02
229,601,ORD006010udfte,priority_match,49.0,paid,2025-07-10 11:04:02
230,604,ORD00604zub0kn,matchmaker_1v1,199.0,refunding,2025-07-21 11:04:02
231,605,ORD00605wjfc15,priority_match,49.0,paid,2025-06-29 11:04:02
232,606,ORD006066ja6x8,exposure_boost,19.9,unpaid,2025-08-25 11:04:02
233,613,ORD00613t15stw,matchmaker_1v1,199.0,refunded,2025-06-16 11:04:02
234,616,ORD00616d7kpbo,matchmaker_1v1,199.0,refunded,2025-09-08 11:04:02
235,618,ORD00618h0zjxh,exposure_boost,19.9,refunded,2025-07-12 11:04:02
236,627,ORD00627ovnjxx,exposure_boost,19.9,refunded,2025-06-19 11:04:02
237,631,ORD00631vd7uma,matchmaker_1v1,199.0,refunding,2025-07-23 11:04:02
238,632,ORD00632aomtf0,matchmaker_1v1,199.0,refunding,2025-07-24 11:04:02
239,634,ORD006344ddrpl,priority_match,49.0,unpaid,2025-06-11 11:04:02
240,636,ORD006364viyse,matchmaker_1v1,199.0,unpaid,2025-08-08 11:04:02
241,637,ORD00637v77rmv,matchmaker_1v1,199.0,paid,2025-08-05 11:04:02
242,638,ORD00638juu3cw,exposure_boost,19.9,paid,2025-08-29 11:04:02
243,639,ORD00639164xig,exposure_boost,19.9,paid,2025-06-27 11:04:02
244,641,ORD0064170w0px,matchmaker_1v1,199.0,paid,2025-06-21 11:04:02
245,644,ORD006445uavxr,exposure_boost,19.9,paid,2025-07-06 11:04:02
246,647,ORD00647tstxzw,matchmaker_1v1,199.0,refunded,2025-08-05 11:04:02
247,648,ORD00648290ky4,matchmaker_1v1,199.0,unpaid,2025-09-09 11:04:02
248,649,ORD00649qi3emq,priority_match,49.0,paid,2025-09-06 11:04:02
249,652,ORD006524y29i5,exposure_boost,19.9,paid,2025-08-02 11:04:02
250,653,ORD00653gaxfpp,priority_match,49.0,refunded,2025-07-18 11:04:02
251,656,ORD00656c8hzmp,exposure_boost,19.9,paid,2025-07-21 11:04:02
252,657,ORD0065706rjqx,matchmaker_1v1,199.0,refunding,2025-07-13 11:04:02
253,658,ORD00658yq4s37,priority_match,49.0,unpaid,2025-07-05 11:04:02
254,659,ORD006594e5kfa,priority_match,49.0,refunding,2025-07-15 11:04:02
255,662,ORD00662eoziu8,matchmaker_1v1,199.0,paid,2025-08-20 11:04:02
256,665,ORD00665fyeqe8,priority_match,49.0,paid,2025-09-04 11:04:02
257,666,ORD00666lcyifz,priority_match,49.0,refunding,2025-06-22 11:04:02
258,673,ORD00673vkzitw,priority_match,49.0,refunding,2025-09-08 11:04:02
259,674,ORD00674piu8h1,exposure_boost,19.9,paid,2025-06-28 11:04:02
260,676,ORD00676mphidg,matchmaker_1v1,199.0,paid,2025-06-19 11:04:02
261,680,ORD006808bm7h8,priority_match,49.0,refunded,2025-07-15 11:04:02
262,682,ORD0068295fusy,priority_match,49.0,refunded,2025-07-22 11:04:02
263,684,ORD00684icl5gq,priority_match,49.0,refunding,2025-07-15 11:04:02
264,685,ORD006859yovbc,exposure_boost,19.9,paid,2025-08-27 11:04:02
265,688,ORD00688ifyzq7,exposure_boost,19.9,paid,2025-07-29 11:04:02
266,695,ORD00695zwru4z,priority_match,49.0,refunded,2025-07-27 11:04:02
267,696,ORD006965qejca,matchmaker_1v1,199.0,paid,2025-08-26 11:04:02
268,698,ORD006981ya2nr,priority_match,49.0,refunding,2025-09-06 11:04:02
269,701,ORD00701psmg7i,priority_match,49.0,paid,2025-06-16 11:04:02
270,702,ORD00702quu635,matchmaker_1v1,199.0,unpaid,2025-07-22 11:04:02
271,704,ORD00704jx408i,priority_match,49.0,refunding,2025-08-04 11:04:02
272,707,ORD00707hyk23v,priority_match,49.0,paid,2025-07-07 11:04:02
273,709,ORD007095pjg1g,matchmaker_1v1,199.0,refunding,2025-07-17 11:04:02
274,711,ORD00711cag2l7,exposure_boost,19.9,refunded,2025-07-18 11:04:02
275,712,ORD00712yq6yc7,exposure_boost,19.9,paid,2025-07-27 11:04:02
276,713,ORD00713kmyywd,exposure_boost,19.9,paid,2025-07-16 11:04:02
277,714,ORD00714gpnvg9,matchmaker_1v1,199.0,refunding,2025-06-21 11:04:02
278,715,ORD00715duy8tv,exposure_boost,19.9,refunding,2025-07-14 11:04:02
279,716,ORD00716j14lkf,matchmaker_1v1,199.0,refunding,2025-07-02 11:04:02
280,721,ORD00721ihslff,matchmaker_1v1,199.0,refunding,2025-07-15 11:04:02
281,722,ORD00722c836xu,priority_match,49.0,paid,2025-08-04 11:04:02
282,726,ORD00726jzmrhp,exposure_boost,19.9,unpaid,2025-07-29 11:04:02
283,728,ORD00728xav4jo,priority_match,49.0,paid,2025-07-13 11:04:02
284,737,ORD007379uvws7,matchmaker_1v1,199.0,paid,2025-09-01 11:04:02
285,738,ORD0073870ubr9,matchmaker_1v1,199.0,paid,2025-08-19 11:04:02
286,747,ORD007478fo7rh,priority_match,49.0,refunded,2025-07-25 11:04:02
287,749,ORD00749t7tr17,matchmaker_1v1,199.0,unpaid,2025-07-26 11:04:02
288,751,ORD00751y55jxl,matchmaker_1v1,199.0,paid,2025-08-29 11:04:02
289,757,ORD00757xb5jk6,matchmaker_1v1,199.0,refunding,2025-07-24 11:04:02
290,760,ORD007602ivhsv,matchmaker_1v1,199.0,paid,2025-08-27 11:04:02
291,762,ORD00762huo0eg,exposure_boost,19.9,paid,2025-08-16 11:04:02
292,767,ORD00767u29p0o,priority_match,49.0,paid,2025-08-25 11:04:02
293,768,ORD00768ugsqhc,exposure_boost,19.9,refunded,2025-06-24 11:04:02
294,769,ORD00769ij4xiz,exposure_boost,19.9,unpaid,2025-07-30 11:04:02
295,771,ORD007713m2nf0,priority_match,49.0,refunded,2025-07-16 11:04:02
296,773,ORD00773dbevnr,matchmaker_1v1,199.0,unpaid,2025-07-26 11:04:02
297,776,ORD00776srq5q6,priority_match,49.0,paid,2025-07-30 11:04:02
298,777,ORD00777nsliu0,priority_match,49.0,paid,2025-08-04 11:04:02
299,778,ORD00778rfcyze,priority_match,49.0,paid,2025-07-13 11:04:02
300,779,ORD00779spqb95,priority_match,49.0,unpaid,2025-08-22 11:04:02
301,784,ORD00784qrav2g,matchmaker_1v1,199.0,paid,2025-06-28 11:04:02
302,787,ORD00787l4vwrn,priority_match,49.0,paid,2025-08-30 11:04:02
303,791,ORD007912ic3vo,exposure_boost,19.9,paid,2025-09-06 11:04:02
304,795,ORD007959bhrlt,exposure_boost,19.9,paid,2025-07-12 11:04:02
305,796,ORD007967dhmfg,matchmaker_1v1,199.0,paid,2025-08-03 11:04:02
306,800,ORD00800vwf8mb,exposure_boost,19.9,paid,2025-07-21 11:04:02
307,801,ORD00801fueaco,exposure_boost,19.9,paid,2025-08-07 11:04:02
308,802,ORD008028779wu,priority_match,49.0,paid,2025-06-30 11:04:02
309,803,ORD00803noqipw,exposure_boost,19.9,paid,2025-09-09 11:04:02
310,806,ORD00806tr9779,matchmaker_1v1,199.0,refunding,2025-07-15 11:04:02
311,807,ORD00807snzdt9,priority_match,49.0,paid,2025-08-07 11:04:02
312,810,ORD00810dbr2c4,exposure_boost,19.9,refunding,2025-08-19 11:04:02
313,811,ORD00811zrv9qt,priority_match,49.0,refunding,2025-07-01 11:04:02
314,820,ORD008202tdfiq,matchmaker_1v1,199.0,refunding,2025-06-14 11:04:02
315,822,ORD00822sumd58,priority_match,49.0,refunded,2025-09-01 11:04:02
316,827,ORD00827o0uxoc,priority_match,49.0,unpaid,2025-06-22 11:04:02
317,830,ORD00830pn6t9e,priority_match,49.0,paid,2025-06-13 11:04:02
318,832,ORD008323azsf6,matchmaker_1v1,199.0,refunded,2025-07-30 11:04:02
319,834,ORD00834r92j5r,priority_match,49.0,unpaid,2025-07-10 11:04:02
320,835,ORD00835pmwaz7,matchmaker_1v1,199.0,paid,2025-06-19 11:04:02
321,841,ORD00841zuzr9h,matchmaker_1v1,199.0,paid,2025-08-09 11:04:02
322,846,ORD00846m8ftrw,exposure_boost,19.9,unpaid,2025-07-21 11:04:02
323,850,ORD0085035jf59,exposure_boost,19.9,paid,2025-09-05 11:04:02
324,851,ORD0085182a1yi,exposure_boost,19.9,unpaid,2025-06-17 11:04:02
