id,user_id,relationship_goal,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_cities,accept_long_distance,accept_divorce,accept_children,marriage_timeline,child_plan,family_view,religion,must_not_accept,bonus_points,created_at,updated_at
14,14,marriage,26,31,162,181,"[""Nanjing""]",1,1,1,1y,,independent,taoism,"[""heavy_drinking""]","[""reader"", ""chef""]",2025-06-16 09:27:13,2025-06-16 09:27:13
15,15,dating,22,31,161,180,"[""Hangzhou""]",0,1,1,2y,flexible,independent,taoism,"[""no_children"", ""smoking""]",[],2025-07-06 09:27:13,2025-07-06 09:27:13
16,16,marriage,28,38,153,173,"[""Shanghai"", ""Nanjing""]",0,1,1,unknown,flexible,,islam,"[""smoking""]","[""traveler""]",2025-09-13 09:27:13,2025-09-13 09:27:13
17,17,marriage,28,37,164,183,"[""Wuhan"", ""Beijing"", ""Suzhou""]",1,1,1,unknown,flexible,independent,,"[""different_religion"", ""heavy_drinking""]",[],2025-07-15 09:27:13,2025-07-15 09:27:13
18,18,dating,26,33,164,175,"[""Xi'an""]",1,1,1,2y,dont_want,independent,christian,[],"[""financially_prudent"", ""family_oriented"", ""traveler""]",2025-08-29 09:27:13,2025-08-29 09:27:13
19,19,marriage,23,28,162,173,"[""Xi'an"", ""Hangzhou""]",1,0,1,1y,unknown,,islam,"[""no_children"", ""different_religion""]","[""family_oriented"", ""chef""]",2025-06-17 09:27:13,2025-06-17 09:27:13
20,20,dating,28,34,163,172,"[""Shenzhen"", ""Nanjing""]",1,1,0,flexible,,,,"[""heavy_drinking""]","[""sporty"", ""reader""]",2025-08-25 09:27:13,2025-08-25 09:27:13
21,21,dating,26,32,158,171,"[""Beijing"", ""Wuhan""]",0,0,0,flexible,unknown,with_parents,taoism,[],[],2025-08-06 09:27:13,2025-08-06 09:27:13
22,22,marriage,24,32,159,179,"[""Shenzhen"", ""Shanghai""]",1,1,0,unknown,,with_parents,none,"[""no_children""]","[""reader"", ""financially_prudent""]",2025-06-16 09:27:13,2025-06-16 09:27:13
23,23,dating,27,32,155,163,"[""Shanghai""]",0,1,0,unknown,dont_want,flexible,christian,[],"[""financially_prudent""]",2025-08-15 09:27:13,2025-08-15 09:27:13
24,24,dating,25,34,159,173,"[""Wuhan""]",1,1,1,unknown,unknown,,christian,[],[],2025-07-27 09:27:13,2025-07-27 09:27:13
25,25,marriage,24,31,161,174,"[""Wuhan""]",1,1,1,,,with_parents,christian,"[""heavy_drinking""]","[""traveler"", ""sporty"", ""financially_prudent""]",2025-07-31 09:27:13,2025-07-31 09:27:13
26,26,dating,26,34,165,174,"[""Xi'an""]",1,1,0,flexible,,,buddhism,"[""different_religion""]","[""reader""]",2025-07-03 09:27:13,2025-07-03 09:27:13
27,27,marriage,27,32,150,159,"[""Shanghai"", ""Suzhou""]",1,1,1,unknown,dont_want,independent,none,[],"[""financially_prudent""]",2025-08-12 09:27:13,2025-08-12 09:27:13
28,28,marriage,26,31,150,169,"[""Nanjing"", ""Chengdu""]",0,1,0,2y,want,with_parents,islam,"[""heavy_drinking""]","[""reader"", ""chef"", ""family_oriented""]",2025-07-30 09:27:13,2025-07-30 09:27:13
29,29,marriage,24,30,159,170,"[""Hangzhou"", ""Chengdu"", ""Nanjing""]",1,1,0,flexible,dont_want,flexible,,"[""different_religion""]","[""reader"", ""financially_prudent""]",2025-09-10 09:27:13,2025-09-10 09:27:13
30,30,dating,27,30,159,164,"[""Shanghai"", ""Wuhan"", ""Hangzhou""]",1,1,1,1y,flexible,flexible,taoism,"[""heavy_drinking"", ""pet_reject""]","[""traveler"", ""financially_prudent""]",2025-07-05 09:27:13,2025-07-05 09:27:13
31,31,dating,25,32,152,165,"[""Hangzhou"", ""Wuhan""]",1,0,0,,unknown,with_parents,none,"[""heavy_drinking"", ""pet_reject""]","[""financially_prudent"", ""family_oriented""]",2025-07-20 09:27:13,2025-07-20 09:27:13
32,32,dating,25,30,159,178,"[""Shenzhen"", ""Wuhan"", ""Hangzhou""]",1,0,1,unknown,,,taoism,"[""smoking"", ""different_religion""]","[""chef"", ""family_oriented""]",2025-06-24 09:27:13,2025-06-24 09:27:13
33,33,marriage,26,31,151,169,"[""Hangzhou"", ""Chengdu""]",0,1,1,1y,unknown,flexible,islam,[],"[""traveler"", ""reader""]",2025-09-09 09:27:13,2025-09-09 09:27:13
34,34,marriage,24,30,156,162,"[""Shenzhen""]",1,1,1,2y,flexible,with_parents,,"[""pet_reject"", ""no_children""]","[""family_oriented""]",2025-08-13 09:27:13,2025-08-13 09:27:13
35,35,dating,24,32,160,180,"[""Suzhou""]",0,1,0,,dont_want,independent,none,"[""no_children"", ""pet_reject""]","[""traveler"", ""sporty"", ""financially_prudent""]",2025-08-30 09:27:13,2025-08-30 09:27:13
36,36,marriage,28,32,165,173,"[""Nanjing"", ""Hangzhou""]",1,0,0,flexible,flexible,independent,none,"[""heavy_drinking"", ""no_children""]","[""reader"", ""sporty"", ""chef""]",2025-07-01 09:27:13,2025-07-01 09:27:13
37,37,dating,24,29,151,166,"[""Xi'an"", ""Wuhan"", ""Tianjin""]",0,1,1,flexible,flexible,,buddhism,[],"[""family_oriented""]",2025-08-09 09:27:13,2025-08-09 09:27:13
38,38,dating,26,32,151,164,"[""Tianjin"", ""Shanghai""]",1,1,1,flexible,unknown,flexible,taoism,"[""no_children"", ""smoking""]","[""chef"", ""financially_prudent""]",2025-06-21 09:27:13,2025-06-21 09:27:13
39,39,dating,27,34,164,173,"[""Shenzhen"", ""Nanjing"", ""Tianjin""]",1,1,1,1y,,independent,,"[""pet_reject""]","[""financially_prudent"", ""family_oriented"", ""traveler""]",2025-06-29 09:27:13,2025-06-29 09:27:13
40,40,marriage,22,30,165,173,"[""Wuhan""]",1,1,1,unknown,dont_want,flexible,none,"[""heavy_drinking""]",[],2025-08-19 09:27:13,2025-08-19 09:27:13
41,41,marriage,25,31,150,161,"[""Wuhan""]",1,1,1,1y,flexible,,buddhism,"[""pet_reject""]","[""family_oriented"", ""reader"", ""sporty""]",2025-06-29 09:27:13,2025-06-29 09:27:13
42,42,dating,26,36,162,181,"[""Xi'an""]",1,1,1,flexible,want,,none,"[""heavy_drinking""]","[""family_oriented""]",2025-06-23 09:27:13,2025-06-23 09:27:13
43,43,marriage,24,31,163,180,"[""Xi'an""]",0,1,1,unknown,unknown,flexible,none,[],"[""reader"", ""chef""]",2025-07-27 09:27:13,2025-07-27 09:27:13
44,44,dating,27,35,151,164,"[""Xi'an""]",0,1,0,,dont_want,,christian,"[""different_religion""]",[],2025-09-14 09:27:13,2025-09-14 09:27:13
45,45,marriage,26,34,159,173,"[""Guangzhou"", ""Beijing""]",1,0,1,unknown,want,with_parents,islam,"[""different_religion"", ""heavy_drinking""]",[],2025-07-17 09:27:13,2025-07-17 09:27:13
46,46,marriage,27,31,158,166,"[""Shenzhen"", ""Suzhou"", ""Wuhan""]",1,1,1,,unknown,,,"[""pet_reject"", ""heavy_drinking""]","[""chef"", ""financially_prudent""]",2025-07-04 09:27:13,2025-07-04 09:27:13
47,47,dating,24,27,160,167,"[""Shenzhen"", ""Guangzhou"", ""Hangzhou""]",0,1,1,,dont_want,with_parents,christian,[],"[""chef"", ""sporty""]",2025-08-28 09:27:13,2025-08-28 09:27:13
48,48,marriage,24,34,154,163,"[""Hangzhou"", ""Nanjing""]",1,0,1,2y,,independent,none,"[""no_children""]","[""financially_prudent"", ""family_oriented""]",2025-09-02 09:27:13,2025-09-02 09:27:13
49,49,dating,23,28,163,182,"[""Shenzhen"", ""Shanghai""]",0,1,1,flexible,want,,taoism,[],[],2025-06-19 09:27:13,2025-06-19 09:27:13
50,50,marriage,26,35,164,178,"[""Wuhan"", ""Suzhou"", ""Xi'an""]",1,1,1,flexible,,independent,christian,[],[],2025-06-22 09:27:13,2025-06-22 09:27:13
51,51,dating,25,29,163,169,"[""Chengdu""]",0,1,1,2y,dont_want,,buddhism,"[""pet_reject""]","[""chef"", ""traveler"", ""reader""]",2025-07-15 09:27:13,2025-07-15 09:27:13
52,52,marriage,26,31,162,179,"[""Shenzhen"", ""Wuhan""]",0,0,0,flexible,want,,christian,[],"[""chef"", ""reader""]",2025-07-20 09:27:13,2025-07-20 09:27:13
53,53,dating,23,30,156,164,"[""Suzhou"", ""Wuhan""]",1,1,1,2y,unknown,,christian,[],"[""chef"", ""financially_prudent""]",2025-07-02 09:27:13,2025-07-02 09:27:13
54,54,dating,24,32,161,181,"[""Shenzhen""]",1,1,0,flexible,,flexible,christian,"[""pet_reject"", ""heavy_drinking""]","[""traveler"", ""reader""]",2025-09-01 09:27:13,2025-09-01 09:27:13
55,55,marriage,25,29,163,170,"[""Nanjing"", ""Shenzhen"", ""Xi'an""]",1,1,0,unknown,unknown,,none,[],"[""sporty""]",2025-06-22 09:27:13,2025-06-22 09:27:13
56,56,dating,23,29,152,158,"[""Tianjin"", ""Chengdu""]",1,1,0,flexible,want,flexible,buddhism,"[""different_religion""]",[],2025-09-01 09:27:13,2025-09-01 09:27:13
57,57,dating,25,32,153,171,"[""Shenzhen"", ""Wuhan"", ""Xi'an""]",1,0,0,,flexible,flexible,christian,"[""smoking""]","[""reader""]",2025-07-14 09:27:13,2025-07-14 09:27:13
58,58,marriage,28,33,155,170,"[""Suzhou""]",1,1,1,unknown,dont_want,independent,taoism,"[""different_religion"", ""pet_reject""]",[],2025-06-30 09:27:13,2025-06-30 09:27:13
59,59,marriage,26,29,162,172,"[""Xi'an"", ""Nanjing""]",0,1,0,unknown,,independent,,"[""no_children"", ""different_religion""]","[""chef""]",2025-07-07 09:27:13,2025-07-07 09:27:13
60,60,dating,27,37,156,172,"[""Suzhou"", ""Hangzhou""]",0,1,0,1y,dont_want,flexible,buddhism,"[""smoking"", ""pet_reject""]",[],2025-08-16 09:27:13,2025-08-16 09:27:13
61,61,dating,23,29,150,155,"[""Beijing"", ""Hangzhou"", ""Wuhan""]",0,1,0,1y,unknown,independent,taoism,"[""pet_reject""]","[""financially_prudent""]",2025-08-14 09:27:13,2025-08-14 09:27:13
62,62,dating,22,26,164,169,"[""Chengdu"", ""Guangzhou"", ""Xi'an""]",1,0,1,1y,flexible,flexible,none,"[""different_religion"", ""no_children""]",[],2025-07-06 09:27:13,2025-07-06 09:27:13
63,63,marriage,27,32,154,172,"[""Shenzhen""]",0,1,1,flexible,want,independent,none,"[""smoking""]","[""family_oriented""]",2025-09-07 09:27:13,2025-09-07 09:27:13
64,64,dating,28,32,163,180,"[""Shanghai""]",1,0,1,flexible,unknown,flexible,taoism,"[""no_children"", ""smoking""]","[""reader""]",2025-06-16 09:27:13,2025-06-16 09:27:13
65,65,marriage,27,31,165,183,"[""Guangzhou"", ""Suzhou""]",0,0,1,,unknown,independent,buddhism,[],[],2025-07-31 09:27:13,2025-07-31 09:27:13
66,66,dating,23,26,160,171,"[""Tianjin"", ""Nanjing""]",0,1,0,,dont_want,flexible,christian,[],"[""family_oriented"", ""reader""]",2025-08-31 09:27:13,2025-08-31 09:27:13
67,67,dating,23,27,164,177,"[""Suzhou"", ""Beijing"", ""Shenzhen""]",1,0,1,unknown,unknown,,taoism,"[""different_religion"", ""smoking""]","[""sporty"", ""traveler"", ""reader""]",2025-07-08 09:27:13,2025-07-08 09:27:13
68,68,marriage,25,35,152,160,"[""Shenzhen"", ""Nanjing"", ""Xi'an""]",1,0,0,flexible,flexible,independent,christian,"[""no_children""]",[],2025-06-27 09:27:13,2025-06-27 09:27:13
69,69,dating,26,32,158,177,"[""Tianjin"", ""Shanghai""]",1,1,1,unknown,unknown,independent,,"[""different_religion"", ""no_children""]","[""sporty"", ""family_oriented"", ""reader""]",2025-08-28 09:27:13,2025-08-28 09:27:13
70,70,marriage,27,36,153,166,"[""Suzhou""]",1,1,1,unknown,,,christian,[],"[""financially_prudent"", ""traveler"", ""family_oriented""]",2025-07-21 09:27:13,2025-07-21 09:27:13
71,71,dating,24,34,161,169,"[""Wuhan"", ""Beijing"", ""Chengdu""]",1,1,0,1y,unknown,with_parents,taoism,"[""pet_reject"", ""smoking""]","[""financially_prudent"", ""family_oriented"", ""chef""]",2025-08-01 09:27:13,2025-08-01 09:27:13
72,72,dating,22,32,153,172,"[""Wuhan"", ""Shanghai""]",0,1,0,2y,,,christian,"[""pet_reject"", ""heavy_drinking""]","[""financially_prudent"", ""reader"", ""family_oriented""]",2025-07-10 09:27:13,2025-07-10 09:27:13
73,73,marriage,24,30,155,174,"[""Hangzhou""]",0,0,0,2y,unknown,flexible,none,"[""pet_reject""]",[],2025-07-10 09:27:13,2025-07-10 09:27:13
74,74,marriage,22,27,151,157,"[""Shanghai"", ""Nanjing""]",1,1,0,2y,dont_want,with_parents,christian,"[""smoking""]","[""sporty""]",2025-08-25 09:27:13,2025-08-25 09:27:13
75,75,dating,27,30,161,178,"[""Chengdu"", ""Wuhan""]",1,1,0,2y,dont_want,with_parents,buddhism,"[""pet_reject""]","[""sporty"", ""reader""]",2025-08-07 09:27:13,2025-08-07 09:27:13
76,76,dating,24,33,151,156,"[""Guangzhou"", ""Shenzhen"", ""Wuhan""]",1,0,0,1y,flexible,,none,"[""heavy_drinking"", ""pet_reject""]",[],2025-08-27 09:27:13,2025-08-27 09:27:13
77,77,dating,24,31,151,170,"[""Suzhou"", ""Nanjing""]",0,0,1,,unknown,independent,taoism,[],"[""financially_prudent""]",2025-09-05 09:27:13,2025-09-05 09:27:13
78,78,dating,23,32,151,157,"[""Guangzhou"", ""Tianjin"", ""Xi'an""]",1,1,0,1y,flexible,,buddhism,"[""pet_reject""]","[""chef"", ""financially_prudent""]",2025-08-23 09:27:13,2025-08-23 09:27:13
79,79,marriage,25,34,161,176,"[""Chengdu""]",1,1,1,,flexible,with_parents,christian,[],"[""traveler"", ""reader""]",2025-08-01 09:27:13,2025-08-01 09:27:13
80,80,marriage,28,31,163,170,"[""Suzhou""]",1,1,0,1y,unknown,with_parents,none,"[""pet_reject""]",[],2025-08-31 09:27:13,2025-08-31 09:27:13
81,81,marriage,25,34,150,161,"[""Tianjin""]",1,1,1,unknown,dont_want,,none,"[""pet_reject""]","[""sporty""]",2025-07-08 09:27:13,2025-07-08 09:27:13
82,82,dating,26,36,150,158,"[""Beijing"", ""Xi'an""]",0,1,1,,dont_want,independent,,"[""different_religion""]",[],2025-06-23 09:27:13,2025-06-23 09:27:13
83,83,dating,22,25,151,171,"[""Shanghai""]",1,0,1,1y,,with_parents,,[],"[""family_oriented"", ""traveler""]",2025-08-27 09:27:13,2025-08-27 09:27:13
84,84,marriage,27,35,157,175,"[""Suzhou"", ""Nanjing""]",0,1,0,2y,want,flexible,taoism,"[""pet_reject"", ""no_children""]","[""sporty""]",2025-07-22 09:27:13,2025-07-22 09:27:13
85,85,marriage,28,37,164,181,"[""Shanghai"", ""Wuhan"", ""Beijing""]",0,1,1,,flexible,with_parents,islam,"[""smoking"", ""no_children""]","[""financially_prudent"", ""chef""]",2025-08-21 09:27:13,2025-08-21 09:27:13
86,86,marriage,24,32,150,168,"[""Guangzhou""]",1,0,1,flexible,unknown,,,[],[],2025-09-12 09:27:13,2025-09-12 09:27:13
87,87,marriage,28,37,153,164,"[""Tianjin""]",1,1,0,unknown,,,none,[],"[""traveler"", ""reader"", ""family_oriented""]",2025-09-02 09:27:13,2025-09-02 09:27:13
88,88,marriage,26,33,164,178,"[""Beijing"", ""Chengdu""]",1,1,1,,flexible,with_parents,taoism,"[""heavy_drinking""]",[],2025-07-19 09:27:13,2025-07-19 09:27:13
89,89,marriage,25,33,159,172,"[""Xi'an"", ""Chengdu""]",0,0,0,1y,dont_want,,,"[""heavy_drinking"", ""pet_reject""]","[""sporty"", ""traveler"", ""chef""]",2025-07-09 09:27:13,2025-07-09 09:27:13
90,90,dating,25,33,163,171,"[""Hangzhou""]",1,0,1,1y,want,,christian,[],"[""traveler"", ""financially_prudent"", ""family_oriented""]",2025-08-21 09:27:13,2025-08-21 09:27:13
91,91,marriage,22,31,155,169,"[""Nanjing"", ""Hangzhou""]",1,0,0,,want,,none,"[""smoking"", ""different_religion""]","[""financially_prudent""]",2025-08-17 09:27:13,2025-08-17 09:27:13
92,92,marriage,22,25,155,165,"[""Guangzhou"", ""Shanghai""]",0,0,1,unknown,flexible,flexible,islam,[],"[""financially_prudent"", ""traveler""]",2025-08-04 09:27:13,2025-08-04 09:27:13
93,93,marriage,22,27,156,166,"[""Shenzhen""]",0,0,1,2y,want,flexible,taoism,"[""pet_reject""]","[""reader"", ""chef"", ""traveler""]",2025-07-09 09:27:13,2025-07-09 09:27:13
94,94,marriage,22,25,163,173,"[""Xi'an"", ""Shenzhen"", ""Suzhou""]",1,1,0,2y,flexible,independent,buddhism,"[""heavy_drinking""]","[""family_oriented""]",2025-07-02 09:27:13,2025-07-02 09:27:13
95,95,marriage,28,38,150,164,"[""Guangzhou"", ""Chengdu"", ""Beijing""]",0,0,1,2y,dont_want,flexible,islam,"[""heavy_drinking"", ""different_religion""]","[""family_oriented"", ""sporty"", ""traveler""]",2025-06-29 09:27:13,2025-06-29 09:27:13
96,96,marriage,27,36,165,177,"[""Guangzhou""]",0,1,1,1y,dont_want,with_parents,buddhism,"[""different_religion"", ""pet_reject""]",[],2025-06-17 09:27:13,2025-06-17 09:27:13
97,97,dating,22,27,151,163,"[""Suzhou""]",1,1,1,unknown,flexible,,christian,[],"[""reader""]",2025-07-31 09:27:13,2025-07-31 09:27:13
98,98,marriage,22,27,164,184,"[""Xi'an""]",0,1,1,flexible,dont_want,flexible,taoism,"[""no_children"", ""different_religion""]","[""traveler"", ""chef""]",2025-07-29 09:27:13,2025-07-29 09:27:13
99,99,marriage,28,35,152,164,"[""Hangzhou"", ""Guangzhou"", ""Tianjin""]",1,0,0,1y,,flexible,taoism,"[""pet_reject"", ""heavy_drinking""]",[],2025-08-05 09:27:13,2025-08-05 09:27:13
100,100,marriage,28,35,164,175,"[""Xi'an""]",0,1,1,,want,with_parents,taoism,[],"[""family_oriented""]",2025-06-27 09:27:13,2025-06-27 09:27:13
101,101,dating,24,29,161,181,"[""Hangzhou"", ""Suzhou"", ""Beijing""]",0,1,0,unknown,dont_want,,none,"[""heavy_drinking"", ""pet_reject""]","[""traveler"", ""chef""]",2025-06-17 09:27:13,2025-06-17 09:27:13
102,102,dating,25,34,163,170,"[""Nanjing""]",1,0,1,,want,,none,"[""smoking"", ""heavy_drinking""]",[],2025-07-14 09:27:13,2025-07-14 09:27:13
103,103,dating,23,27,153,159,"[""Guangzhou"", ""Shanghai"", ""Shenzhen""]",1,1,1,1y,,flexible,none,[],"[""family_oriented"", ""chef"", ""financially_prudent""]",2025-06-22 09:27:13,2025-06-22 09:27:13
104,104,dating,23,29,155,160,"[""Chengdu""]",0,1,1,,flexible,,buddhism,"[""different_religion"", ""pet_reject""]","[""sporty"", ""chef""]",2025-08-13 09:27:13,2025-08-13 09:27:13
105,105,dating,22,25,160,179,"[""Shenzhen""]",0,1,1,1y,,flexible,christian,"[""smoking""]",[],2025-07-30 09:27:13,2025-07-30 09:27:13
106,106,marriage,26,29,150,170,"[""Chengdu""]",0,1,1,1y,want,with_parents,none,[],"[""traveler"", ""financially_prudent"", ""chef""]",2025-07-23 09:27:13,2025-07-23 09:27:13
107,107,marriage,26,31,161,176,"[""Chengdu"", ""Hangzhou"", ""Suzhou""]",0,1,0,,unknown,flexible,,[],"[""financially_prudent"", ""reader""]",2025-07-16 09:27:13,2025-07-16 09:27:13
108,108,marriage,25,33,159,177,"[""Chengdu"", ""Xi'an""]",1,1,0,,flexible,independent,christian,[],"[""sporty""]",2025-08-06 09:27:13,2025-08-06 09:27:13
109,109,dating,22,29,158,165,"[""Nanjing"", ""Guangzhou""]",1,0,0,flexible,,,christian,"[""different_religion"", ""smoking""]",[],2025-07-25 09:27:13,2025-07-25 09:27:13
110,110,marriage,24,29,162,174,"[""Xi'an"", ""Chengdu""]",0,0,0,1y,flexible,flexible,,"[""smoking""]","[""traveler""]",2025-09-10 09:27:13,2025-09-10 09:27:13
111,111,marriage,27,32,154,174,"[""Shenzhen""]",0,1,1,2y,want,,taoism,"[""different_religion"", ""heavy_drinking""]","[""financially_prudent"", ""reader"", ""traveler""]",2025-09-08 09:27:13,2025-09-08 09:27:13
112,112,marriage,28,31,157,170,"[""Tianjin"", ""Chengdu"", ""Xi'an""]",1,0,0,flexible,,,taoism,"[""heavy_drinking""]","[""financially_prudent"", ""traveler"", ""family_oriented""]",2025-09-14 09:27:13,2025-09-14 09:27:13
113,113,marriage,24,29,150,155,"[""Wuhan""]",0,0,0,,flexible,independent,buddhism,"[""different_religion""]","[""family_oriented"", ""traveler""]",2025-08-29 09:27:13,2025-08-29 09:27:13
114,114,dating,25,28,164,172,"[""Tianjin""]",0,1,0,flexible,flexible,,taoism,"[""heavy_drinking"", ""smoking""]","[""financially_prudent"", ""traveler""]",2025-08-26 09:27:13,2025-08-26 09:27:13
115,115,marriage,26,30,156,162,"[""Wuhan""]",0,1,0,flexible,,,buddhism,"[""pet_reject"", ""heavy_drinking""]",[],2025-08-22 09:27:13,2025-08-22 09:27:13
116,116,dating,22,28,151,170,"[""Chengdu"", ""Guangzhou""]",0,1,0,1y,unknown,with_parents,taoism,[],"[""chef""]",2025-09-09 09:27:13,2025-09-09 09:27:13
117,117,dating,28,33,162,182,"[""Suzhou"", ""Beijing"", ""Wuhan""]",0,1,1,unknown,flexible,with_parents,taoism,[],"[""financially_prudent""]",2025-09-06 09:27:13,2025-09-06 09:27:13
118,118,dating,25,28,157,177,"[""Beijing"", ""Xi'an"", ""Suzhou""]",0,1,0,flexible,unknown,independent,none,[],"[""family_oriented"", ""sporty"", ""reader""]",2025-07-20 09:27:13,2025-07-20 09:27:13
119,119,marriage,28,36,162,177,"[""Guangzhou"", ""Wuhan""]",1,1,1,unknown,unknown,independent,islam,[],"[""financially_prudent"", ""traveler"", ""chef""]",2025-08-16 09:27:13,2025-08-16 09:27:13
120,120,dating,28,37,158,174,"[""Hangzhou""]",0,1,1,,flexible,with_parents,,"[""different_religion"", ""heavy_drinking""]","[""sporty"", ""chef""]",2025-08-20 09:27:13,2025-08-20 09:27:13
121,121,marriage,28,34,162,180,"[""Shenzhen"", ""Tianjin"", ""Guangzhou""]",1,1,0,1y,want,with_parents,taoism,"[""heavy_drinking""]","[""chef""]",2025-07-03 09:27:13,2025-07-03 09:27:13
122,122,marriage,23,29,158,164,"[""Nanjing""]",1,1,1,1y,,independent,islam,"[""no_children""]","[""family_oriented"", ""sporty"", ""reader""]",2025-08-01 09:27:13,2025-08-01 09:27:13
123,123,dating,27,36,159,175,"[""Hangzhou"", ""Chengdu"", ""Suzhou""]",0,1,1,flexible,unknown,independent,christian,"[""heavy_drinking"", ""different_religion""]","[""sporty"", ""traveler""]",2025-07-12 09:27:13,2025-07-12 09:27:13
124,124,marriage,26,36,156,167,"[""Hangzhou""]",1,1,1,2y,unknown,flexible,buddhism,"[""smoking""]",[],2025-07-02 09:27:13,2025-07-02 09:27:13
125,125,dating,26,34,152,157,"[""Xi'an""]",1,1,0,flexible,want,independent,,"[""no_children""]","[""reader"", ""chef"", ""traveler""]",2025-07-12 09:27:13,2025-07-12 09:27:13
126,126,marriage,22,32,156,162,"[""Guangzhou""]",0,1,0,flexible,want,flexible,taoism,"[""heavy_drinking""]","[""traveler""]",2025-08-04 09:27:13,2025-08-04 09:27:13
127,127,dating,22,25,159,177,"[""Beijing"", ""Nanjing""]",1,0,1,2y,dont_want,flexible,islam,"[""heavy_drinking"", ""different_religion""]","[""financially_prudent"", ""traveler""]",2025-09-04 09:27:13,2025-09-04 09:27:13
128,128,marriage,24,34,157,170,"[""Wuhan"", ""Suzhou""]",0,1,1,1y,want,flexible,islam,[],"[""reader"", ""financially_prudent""]",2025-08-28 09:27:13,2025-08-28 09:27:13
129,129,marriage,23,30,161,167,"[""Wuhan"", ""Xi'an"", ""Hangzhou""]",0,1,1,2y,,independent,none,[],"[""traveler"", ""chef"", ""reader""]",2025-07-19 09:27:13,2025-07-19 09:27:13
130,130,marriage,22,25,151,162,"[""Chengdu"", ""Wuhan""]",0,1,1,2y,unknown,,none,"[""different_religion""]","[""chef"", ""traveler""]",2025-08-13 09:27:13,2025-08-13 09:27:13
131,131,marriage,24,33,152,158,"[""Chengdu""]",1,1,1,1y,dont_want,independent,islam,"[""different_religion""]",[],2025-06-28 09:27:13,2025-06-28 09:27:13
132,132,dating,24,27,162,169,"[""Chengdu"", ""Suzhou"", ""Shanghai""]",1,1,0,2y,,with_parents,buddhism,[],[],2025-09-09 09:27:13,2025-09-09 09:27:13
133,133,dating,27,32,161,166,"[""Shanghai"", ""Suzhou""]",1,1,1,1y,want,,none,"[""pet_reject""]","[""reader"", ""family_oriented""]",2025-06-21 09:27:13,2025-06-21 09:27:13
