id,user_id,activity_id,status,group_no,liked_user_ids,review,created_at
58,897,8,approved,,"[1188, 1220, 322]",活动很棒,2025-08-02 11:18:51
59,970,1,applied,,[],氛围不错,2025-06-27 11:18:51
60,1886,8,applied,A,[1384],组织有序,2025-08-24 11:18:51
61,1508,7,approved,C,[],,2025-07-24 11:18:51
62,1767,5,rejected,B,"[1717, 1039, 1373]",氛围不错,2025-08-17 11:18:51
63,1729,8,approved,,"[1137, 1327, 1698]",,2025-07-27 11:18:51
64,1540,1,applied,B,"[414, 440, 993]",,2025-07-20 11:18:51
65,502,6,approved,C,"[1734, 1209, 753]",,2025-06-13 11:18:51
66,1863,5,approved,C,[704],组织有序,2025-06-14 11:18:51
67,766,3,rejected,B,"[1998, 1207]",,2025-07-24 11:18:51
68,72,5,approved,B,[811],,2025-09-01 11:18:51
69,1969,1,approved,,"[1567, 1806, 1920]",活动很棒,2025-07-10 11:18:51
70,1555,10,applied,B,[733],,2025-08-17 11:18:51
71,1294,4,rejected,,"[1996, 429, 259]",组织有序,2025-08-17 11:18:51
72,531,1,checked_in,C,[600],活动很棒,2025-09-03 11:18:51
73,941,2,rejected,A,"[904, 1682, 599]",,2025-07-21 11:18:51
74,1720,10,checked_in,C,[1271],活动很棒,2025-07-10 11:18:51
75,1345,1,rejected,A,[],组织有序,2025-09-09 11:18:51
76,493,9,checked_in,B,[],氛围不错,2025-06-12 11:18:51
77,1290,8,absent,A,[1270],活动很棒,2025-06-21 11:18:51
78,904,3,absent,B,"[451, 1800]",氛围不错,2025-08-08 11:18:51
79,1102,1,rejected,B,[],,2025-06-16 11:18:51
80,320,3,applied,,[],,2025-07-29 11:18:51
81,2000,4,applied,B,"[1840, 364, 590]",,2025-06-16 11:18:51
82,224,9,checked_in,A,[866],活动很棒,2025-06-12 11:18:51
83,459,10,checked_in,C,[],,2025-07-13 11:18:51
84,946,3,absent,,"[214, 573, 1836]",活动很棒,2025-09-02 11:18:51
85,411,1,approved,B,"[221, 1010, 689]",组织有序,2025-09-04 11:18:51
86,934,10,absent,C,[],氛围不错,2025-08-25 11:18:51
87,6,8,approved,C,"[895, 961]",,2025-08-26 11:18:51
88,288,4,applied,B,"[1986, 1905, 644]",活动很棒,2025-06-21 11:18:51
89,931,4,applied,,"[1319, 340]",组织有序,2025-08-29 11:18:51
90,476,4,absent,B,"[1338, 1467]",氛围不错,2025-06-20 11:18:51
91,1651,9,absent,A,[],氛围不错,2025-06-24 11:18:51
92,1984,7,approved,,"[1733, 1235, 787]",氛围不错,2025-09-06 11:18:51
93,838,8,approved,C,[144],,2025-06-22 11:18:51
94,66,8,applied,A,[],组织有序,2025-08-18 11:18:51
95,251,4,approved,C,[],氛围不错,2025-08-15 11:18:51
96,420,10,approved,,"[1401, 356]",组织有序,2025-08-29 11:18:51
97,770,2,approved,C,[],,2025-07-20 11:18:51
98,367,2,applied,A,"[754, 666, 825]",活动很棒,2025-06-24 11:18:51
99,760,9,absent,,"[989, 543, 979]",活动很棒,2025-07-11 11:18:51
100,332,3,approved,B,[],氛围不错,2025-06-15 11:18:51
101,713,8,approved,C,"[356, 474, 47]",氛围不错,2025-09-02 11:18:51
102,658,1,absent,B,"[749, 696, 1770]",氛围不错,2025-06-30 11:18:51
103,852,4,applied,,[288],组织有序,2025-07-14 11:18:51
104,739,6,checked_in,,[703],,2025-06-25 11:18:51
105,99,1,checked_in,,[321],氛围不错,2025-08-28 11:18:51
106,556,5,rejected,A,[203],,2025-07-13 11:18:51
107,1632,6,rejected,,[],,2025-09-05 11:18:51
108,1386,3,absent,,[],组织有序,2025-06-28 11:18:51
109,396,9,absent,,[1603],活动很棒,2025-08-22 11:18:51
110,1379,5,approved,C,[1141],氛围不错,2025-09-04 11:18:51
111,178,5,approved,A,"[1209, 1738, 217]",活动很棒,2025-09-09 11:18:51
112,1947,1,checked_in,A,[96],,2025-06-23 11:18:51
113,185,7,approved,A,[],活动很棒,2025-07-22 11:18:51
114,1913,8,applied,,[808],,2025-07-31 11:18:51
115,801,4,absent,B,"[1740, 235, 1928]",活动很棒,2025-07-20 11:18:51
116,154,4,approved,C,"[1048, 1980, 933]",,2025-07-23 11:18:51
117,1598,6,checked_in,A,[1598],氛围不错,2025-09-03 11:18:51
118,830,6,absent,,"[1718, 566]",活动很棒,2025-06-16 11:18:51
119,1892,2,checked_in,C,"[548, 767]",组织有序,2025-09-02 11:18:51
120,1037,6,approved,B,[],活动很棒,2025-07-26 11:18:51
121,342,1,approved,A,[909],,2025-07-21 11:18:51
122,1214,1,approved,C,[1447],氛围不错,2025-07-05 11:18:51
123,1662,8,absent,A,[],氛围不错,2025-08-30 11:18:51
124,441,3,absent,B,[],氛围不错,2025-09-01 11:18:51
125,1160,10,applied,B,[],活动很棒,2025-07-29 11:18:51
126,1758,6,checked_in,A,[],活动很棒,2025-07-07 11:18:51
127,165,4,applied,C,[],组织有序,2025-06-23 11:18:51
128,832,4,applied,,"[1911, 1282, 1525]",,2025-08-15 11:18:51
129,271,7,approved,,"[685, 495]",活动很棒,2025-07-15 11:18:51
130,16,2,approved,B,"[83, 105, 499]",活动很棒,2025-06-12 11:18:51
131,488,2,approved,A,"[1913, 1274]",组织有序,2025-08-08 11:18:51
132,612,1,approved,C,"[309, 998, 1290]",活动很棒,2025-08-07 11:18:51
133,1437,4,absent,C,"[244, 1214]",活动很棒,2025-07-08 11:18:51
134,385,1,approved,B,[],,2025-08-15 11:18:51
135,1098,4,approved,A,"[823, 1784, 336]",,2025-06-22 11:18:51
136,1116,8,applied,,"[637, 632]",,2025-07-02 11:18:51
137,1209,4,applied,B,"[764, 1293, 598]",组织有序,2025-07-30 11:18:51
138,1807,2,checked_in,C,"[979, 1629, 439]",活动很棒,2025-06-27 11:18:51
139,27,6,approved,C,[1335],,2025-06-22 11:18:51
140,225,6,applied,C,[],组织有序,2025-06-28 11:18:51
141,1394,5,absent,C,[],氛围不错,2025-08-30 11:18:51
142,1539,8,approved,A,[],氛围不错,2025-07-29 11:18:51
143,1164,2,checked_in,A,"[1326, 1075, 258]",氛围不错,2025-06-21 11:18:51
144,907,10,rejected,,[],活动很棒,2025-08-08 11:18:51
145,657,7,applied,A,"[1877, 1080, 543]",活动很棒,2025-06-22 11:18:51
146,386,1,approved,,"[607, 967]",组织有序,2025-06-25 11:18:51
147,394,2,checked_in,A,"[248, 1290]",,2025-08-21 11:18:51
148,1031,4,rejected,B,[],活动很棒,2025-08-25 11:18:51
149,571,5,approved,,[],活动很棒,2025-08-23 11:18:51
150,300,6,approved,A,[],氛围不错,2025-06-15 11:18:51
151,1477,10,rejected,,[],氛围不错,2025-09-08 11:18:51
152,1171,7,absent,C,[],,2025-07-27 11:18:51
153,1902,9,approved,B,[],活动很棒,2025-08-02 11:18:51
154,180,5,absent,,[683],氛围不错,2025-07-20 11:18:51
155,1615,10,applied,,[],氛围不错,2025-09-02 11:18:51
156,1355,6,applied,B,[101],氛围不错,2025-06-22 11:18:51
157,1884,2,approved,B,"[1908, 1314]",氛围不错,2025-08-12 11:18:51
158,1186,10,approved,,[1229],氛围不错,2025-08-25 11:18:51
159,1727,6,absent,B,"[1557, 586, 200]",氛围不错,2025-06-19 11:18:51
160,458,2,absent,A,"[1086, 1865]",,2025-09-05 11:18:51
161,1993,8,checked_in,A,[1987],活动很棒,2025-07-04 11:18:51
162,1759,3,applied,A,[1214],,2025-08-27 11:18:51
163,726,1,applied,B,"[1600, 44]",,2025-07-13 11:18:51
164,1898,4,rejected,,[1470],氛围不错,2025-06-25 11:18:51
165,1738,6,approved,A,"[708, 418, 439]",,2025-06-18 11:18:51
166,1255,6,checked_in,A,[142],,2025-08-29 11:18:51
167,1900,4,approved,,"[524, 1875, 966]",氛围不错,2025-07-15 11:18:51
168,1926,6,checked_in,C,"[1876, 438]",组织有序,2025-07-07 11:18:51
169,858,10,approved,B,"[1234, 705, 706]",活动很棒,2025-07-10 11:18:51
170,863,7,rejected,C,"[164, 257, 1492]",活动很棒,2025-07-08 11:18:51
171,1938,8,applied,C,"[105, 1233]",活动很棒,2025-07-26 11:18:51
172,1960,9,absent,C,"[59, 1129]",组织有序,2025-08-15 11:18:51
173,1402,2,checked_in,B,[1663],活动很棒,2025-06-18 11:18:51
174,1654,7,applied,A,"[718, 1206, 892]",组织有序,2025-08-13 11:18:51
175,216,8,checked_in,B,[],组织有序,2025-06-18 11:18:51
176,548,10,checked_in,,"[1762, 396, 1174]",活动很棒,2025-07-25 11:18:51
177,967,7,applied,,[],活动很棒,2025-08-01 11:18:51
178,1552,10,absent,B,[671],组织有序,2025-06-17 11:18:51
179,926,3,applied,B,[],,2025-07-22 11:18:51
180,1645,6,approved,A,[162],组织有序,2025-09-08 11:18:51
181,363,6,rejected,C,"[776, 507]",活动很棒,2025-08-25 11:18:51
182,482,8,applied,,[],,2025-08-17 11:18:51
183,1691,10,rejected,A,[],活动很棒,2025-08-28 11:18:51
184,921,4,applied,B,"[614, 916, 78]",活动很棒,2025-09-06 11:18:51
185,389,4,applied,A,[958],,2025-08-03 11:18:51
186,1421,3,absent,C,"[992, 1104, 545]",活动很棒,2025-06-30 11:18:51
187,1845,6,checked_in,A,[232],组织有序,2025-08-05 11:18:51
188,708,9,checked_in,B,"[963, 197]",活动很棒,2025-07-29 11:18:51
189,614,7,checked_in,A,[1796],活动很棒,2025-07-19 11:18:51
190,1809,4,applied,A,[1466],氛围不错,2025-07-13 11:18:51
191,1770,10,approved,B,[],活动很棒,2025-09-08 11:18:51
192,1070,3,approved,A,"[865, 1449, 720]",组织有序,2025-09-09 11:18:51
193,1529,8,checked_in,,"[1850, 1949, 82]",组织有序,2025-07-14 11:18:51
194,1988,2,checked_in,,"[612, 818, 1705]",,2025-09-09 11:18:51
195,1670,4,applied,B,"[9, 299]",活动很棒,2025-08-24 11:18:51
196,1914,10,approved,A,"[1962, 1758]",组织有序,2025-08-03 11:18:51
197,442,4,approved,A,"[824, 382, 1554]",组织有序,2025-08-05 11:18:51
198,1647,1,rejected,A,[],活动很棒,2025-08-21 11:18:51
199,746,4,rejected,C,[804],组织有序,2025-07-31 11:18:51
200,305,9,absent,,"[1077, 1503]",,2025-08-15 11:18:51
201,395,8,absent,A,[],氛围不错,2025-06-19 11:18:51
202,1517,6,checked_in,B,"[1872, 1482]",氛围不错,2025-07-14 11:18:51
203,1783,1,approved,,[],氛围不错,2025-08-31 11:18:51
204,1143,8,rejected,B,[550],氛围不错,2025-09-06 11:18:51
205,1180,4,checked_in,,"[560, 1845, 1928]",,2025-09-07 11:18:51
206,721,4,approved,,"[744, 649]",氛围不错,2025-06-19 11:18:51
207,1946,6,rejected,,[1718],氛围不错,2025-06-17 11:18:51
208,651,10,rejected,B,"[11, 1098]",组织有序,2025-07-08 11:18:51
209,795,7,rejected,,[],,2025-07-12 11:18:51
210,312,8,absent,,[1208],活动很棒,2025-08-13 11:18:51
211,399,7,absent,C,[1888],,2025-07-23 11:18:51
212,1557,5,absent,,[],氛围不错,2025-07-20 11:18:51
213,718,5,rejected,B,[1043],组织有序,2025-08-18 11:18:51
214,777,1,absent,C,"[811, 330, 523]",,2025-08-30 11:18:51
215,1921,9,applied,B,[71],组织有序,2025-08-26 11:18:51
216,1172,5,checked_in,A,"[1407, 1629]",组织有序,2025-08-10 11:18:51
217,455,1,rejected,A,"[134, 411]",组织有序,2025-06-23 11:18:51
218,757,9,checked_in,,[46],组织有序,2025-07-28 11:18:51
219,492,7,rejected,C,"[1740, 506]",组织有序,2025-08-05 11:18:51
220,120,5,applied,C,"[457, 1299]",组织有序,2025-07-24 11:18:51
221,1223,1,absent,A,"[352, 998]",组织有序,2025-08-19 11:18:51
222,303,10,rejected,A,"[413, 1091, 1550]",氛围不错,2025-07-17 11:18:51
223,1703,2,checked_in,B,[1989],氛围不错,2025-08-02 11:18:51
224,1153,2,checked_in,,[967],,2025-08-06 11:18:51
225,1346,9,checked_in,,"[6, 1384, 566]",活动很棒,2025-08-27 11:18:51
226,1231,7,checked_in,C,"[170, 673, 1696]",,2025-08-22 11:18:51
227,116,6,rejected,C,"[851, 173]",氛围不错,2025-07-07 11:18:51
228,1695,9,applied,C,[689],组织有序,2025-08-06 11:18:51
229,1853,9,rejected,B,"[954, 1041]",组织有序,2025-06-14 11:18:51
230,354,9,applied,B,[],活动很棒,2025-07-26 11:18:51
231,478,6,absent,C,"[814, 1125]",组织有序,2025-08-24 11:18:51
232,147,9,applied,,[673],活动很棒,2025-07-26 11:18:51
233,229,5,applied,,[],组织有序,2025-08-18 11:18:51
234,639,5,rejected,B,"[1950, 1854, 1387]",,2025-06-15 11:18:51
235,690,4,absent,C,"[996, 1133, 122]",,2025-06-27 11:18:51
236,21,1,rejected,A,[1031],组织有序,2025-06-23 11:18:51
237,1741,5,rejected,A,"[1321, 1228]",活动很棒,2025-08-07 11:18:51
238,1688,5,rejected,B,[842],活动很棒,2025-08-14 11:18:51
239,1279,9,applied,C,"[1266, 1497, 616]",,2025-08-01 11:18:51
240,1551,1,applied,,[],活动很棒,2025-08-22 11:18:51
241,1148,1,rejected,B,[264],,2025-08-15 11:18:51
242,334,7,rejected,C,"[565, 1829, 803]",,2025-07-12 11:18:51
243,1591,9,applied,B,[],活动很棒,2025-06-27 11:18:51
244,1315,4,checked_in,B,[753],,2025-07-16 11:18:51
245,1985,2,applied,,[],活动很棒,2025-06-20 11:18:51
246,758,5,approved,C,[],氛围不错,2025-06-15 11:18:51
247,1742,3,checked_in,C,"[1689, 681]",氛围不错,2025-06-21 11:18:51
248,831,8,rejected,B,"[94, 321]",,2025-06-14 11:18:51
249,349,1,approved,B,[1715],,2025-07-05 11:18:51
250,1456,5,absent,C,"[1010, 1175, 422]",组织有序,2025-06-24 11:18:51
251,146,8,rejected,,[421],氛围不错,2025-06-14 11:18:51
252,421,3,approved,B,"[450, 1681, 575]",组织有序,2025-06-25 11:18:51
253,922,7,checked_in,,"[1979, 1424]",,2025-07-11 11:18:51
254,182,1,absent,C,"[1001, 936, 738]",组织有序,2025-08-18 11:18:51
255,1876,5,checked_in,,"[1241, 733, 549]",氛围不错,2025-08-07 11:18:51
256,1378,10,absent,A,[1288],活动很棒,2025-06-28 11:18:51
257,1871,3,absent,C,"[1087, 403]",活动很棒,2025-06-25 11:18:51
258,792,3,applied,C,[],,2025-08-16 11:18:51
259,1486,6,rejected,,[1202],,2025-09-07 11:18:51
260,1860,8,approved,,"[1079, 1353, 1991]",活动很棒,2025-07-26 11:18:51
261,1078,6,absent,,"[1589, 1046]",活动很棒,2025-07-14 11:18:51
262,1483,9,rejected,A,[],,2025-06-12 11:18:51
263,304,6,absent,B,[],组织有序,2025-06-13 11:18:51
264,1832,5,approved,,"[174, 1410, 11]",,2025-09-08 11:18:51
265,747,8,approved,,"[1087, 1886]",氛围不错,2025-07-18 11:18:51
266,865,7,approved,B,[197],,2025-08-01 11:18:51
267,164,10,applied,C,[],组织有序,2025-07-31 11:18:51
268,825,4,applied,B,"[1415, 637]",氛围不错,2025-07-16 11:18:51
269,1674,8,checked_in,B,[],组织有序,2025-06-27 11:18:51
270,1330,4,rejected,A,"[1564, 392, 1364]",组织有序,2025-07-16 11:18:51
271,1611,5,applied,A,[1601],,2025-08-05 11:18:51
272,409,1,absent,C,"[681, 1526, 447]",组织有序,2025-07-18 11:18:51
273,887,7,applied,A,"[391, 1272, 371]",活动很棒,2025-07-14 11:18:51
274,1485,6,checked_in,,[433],氛围不错,2025-06-19 11:18:51
275,391,4,absent,,[121],组织有序,2025-07-19 11:18:51
276,963,10,checked_in,B,[],组织有序,2025-09-09 11:18:51
277,1125,5,applied,,[],组织有序,2025-07-02 11:18:51
278,1413,10,approved,B,"[1959, 789]",组织有序,2025-06-21 11:18:51
279,1626,8,checked_in,,[],氛围不错,2025-09-10 11:18:51
280,259,9,absent,,"[332, 1847]",组织有序,2025-09-09 11:18:51
281,732,4,rejected,C,[],活动很棒,2025-08-02 11:18:51
282,1289,8,checked_in,C,"[1730, 853, 1743]",组织有序,2025-07-21 11:18:51
283,1519,9,checked_in,A,[],氛围不错,2025-08-30 11:18:51
284,1388,6,absent,B,[429],氛围不错,2025-07-28 11:18:51
285,1707,3,approved,A,[1255],组织有序,2025-07-17 11:18:51
286,1461,6,approved,,[1020],组织有序,2025-08-24 11:18:51
287,1000,7,rejected,B,[],组织有序,2025-09-10 11:18:51
288,1270,1,absent,A,"[1911, 935, 788]",活动很棒,2025-08-01 11:18:51
289,490,4,approved,,[],活动很棒,2025-07-19 11:18:51
290,1192,10,applied,C,[905],活动很棒,2025-08-19 11:18:51
291,110,6,rejected,A,[664],活动很棒,2025-07-30 11:18:51
292,1258,2,approved,B,"[445, 1224]",活动很棒,2025-07-05 11:18:51
293,1878,7,absent,A,"[605, 1562, 419]",组织有序,2025-07-01 11:18:51
294,77,8,approved,,[1467],,2025-08-15 11:18:51
295,36,8,checked_in,B,[],,2025-08-03 11:18:51
296,784,7,rejected,B,"[909, 924, 2]",氛围不错,2025-07-19 11:18:51
297,950,8,absent,,"[251, 1176, 1361]",组织有序,2025-08-06 11:18:51
298,1500,5,applied,B,"[75, 203]",氛围不错,2025-09-08 11:18:51
299,1797,1,absent,,[1117],氛围不错,2025-07-01 11:18:51
300,1199,10,checked_in,B,"[1129, 1106, 1599]",,2025-07-15 11:18:51
301,879,1,approved,A,[1037],氛围不错,2025-08-05 11:18:51
302,179,1,approved,A,[460],氛围不错,2025-07-04 11:18:51
303,864,5,approved,B,[361],组织有序,2025-06-17 11:18:51
304,1698,3,approved,A,[1169],组织有序,2025-08-18 11:18:51
305,475,2,applied,C,"[878, 531]",,2025-06-13 11:18:51
306,465,3,absent,A,[],,2025-06-28 11:18:51
307,1457,10,applied,,[],氛围不错,2025-09-04 11:18:51
308,661,5,absent,B,[],组织有序,2025-07-01 11:18:51
309,1356,5,checked_in,,"[219, 660, 124]",组织有序,2025-08-05 11:18:51
310,184,1,absent,B,[],,2025-08-23 11:18:51
311,1986,6,absent,B,[1507],组织有序,2025-06-28 11:18:51
312,817,9,applied,,[1133],,2025-07-10 11:18:51
313,96,2,absent,B,"[989, 1786, 1573]",组织有序,2025-07-13 11:18:51
314,503,10,applied,B,"[986, 493]",活动很棒,2025-06-29 11:18:51
315,816,9,approved,,[],组织有序,2025-08-18 11:18:51
316,1277,6,applied,C,"[213, 530, 269]",氛围不错,2025-08-18 11:18:51
317,1820,6,rejected,C,[],,2025-06-25 11:18:51
318,935,5,absent,A,[],活动很棒,2025-08-18 11:18:51
319,1082,9,checked_in,C,[],组织有序,2025-08-08 11:18:51
320,969,10,checked_in,,[],氛围不错,2025-08-27 11:18:51
321,1227,8,approved,C,[1192],组织有序,2025-06-19 11:18:51
322,636,8,approved,B,[1860],活动很棒,2025-09-03 11:18:51
323,987,6,applied,A,"[952, 119]",组织有序,2025-08-11 11:18:51
324,1736,3,applied,B,[1089],活动很棒,2025-08-02 11:18:51
325,1273,8,rejected,,[],活动很棒,2025-09-02 11:18:51
326,100,10,checked_in,A,[1095],活动很棒,2025-07-27 11:18:51
327,1620,7,approved,A,"[562, 557, 1025]",组织有序,2025-07-19 11:18:51
328,1541,3,approved,,"[1283, 371, 1986]",,2025-08-22 11:18:51
329,1739,10,absent,A,[],组织有序,2025-06-17 11:18:51
330,993,6,checked_in,A,"[679, 1965, 50]",活动很棒,2025-06-27 11:18:51
331,1838,2,applied,B,"[1277, 353]",组织有序,2025-08-05 11:18:51
332,1504,8,checked_in,B,"[10, 1468, 745]",组织有序,2025-08-10 11:18:51
333,976,8,rejected,B,"[1619, 1638]",组织有序,2025-08-25 11:18:51
334,1034,1,rejected,,[],氛围不错,2025-08-09 11:18:51
335,1840,10,absent,,"[609, 521]",活动很棒,2025-08-07 11:18:51
336,767,8,applied,B,[],,2025-08-27 11:18:51
337,1286,8,checked_in,,"[178, 117, 259]",组织有序,2025-08-03 11:18:51
338,1765,7,absent,B,"[1074, 160]",活动很棒,2025-08-08 11:18:51
339,1939,10,applied,,"[1079, 1419, 28]",组织有序,2025-08-24 11:18:51
340,737,5,rejected,,[],氛围不错,2025-07-09 11:18:51
341,1201,8,approved,C,"[204, 782, 1907]",,2025-07-16 11:18:51
342,1093,2,applied,,[],,2025-09-09 11:18:51
343,1970,2,approved,C,"[809, 648]",,2025-07-13 11:18:51
344,90,9,absent,A,"[575, 441]",,2025-08-31 11:18:51
345,575,10,absent,,[1573],活动很棒,2025-07-15 11:18:51
346,1229,6,applied,A,[1199],活动很棒,2025-08-19 11:18:51
347,632,1,checked_in,C,[],,2025-09-09 11:18:51
348,1132,4,applied,A,[],活动很棒,2025-08-28 11:18:51
349,1387,6,absent,B,[310],,2025-08-13 11:18:51
350,1569,10,applied,B,"[741, 342]",组织有序,2025-08-17 11:18:51
351,1267,9,absent,C,[919],活动很棒,2025-08-01 11:18:51
352,994,7,checked_in,B,[],,2025-06-29 11:18:51
353,286,2,rejected,,[],,2025-07-11 11:18:51
354,1794,9,checked_in,,"[1912, 1416]",氛围不错,2025-08-22 11:18:51
355,231,8,rejected,C,[911],,2025-07-10 11:18:51
356,294,8,approved,,[1811],活动很棒,2025-06-29 11:18:51
357,1672,10,checked_in,A,[],活动很棒,2025-06-21 11:18:51
358,1829,8,rejected,B,[],氛围不错,2025-08-16 11:18:51
359,467,8,rejected,B,[1729],氛围不错,2025-07-24 11:18:51
360,1010,5,applied,C,"[1526, 546]",活动很棒,2025-08-04 11:18:51
361,1879,5,absent,B,[1943],组织有序,2025-09-03 11:18:51
362,269,1,rejected,C,"[1628, 1306]",,2025-06-19 11:18:51
363,1338,5,approved,C,[],,2025-09-10 11:18:51
364,65,4,applied,C,"[1140, 1399]",组织有序,2025-09-09 11:18:51
365,1011,1,rejected,C,"[1636, 232, 1613]",活动很棒,2025-06-22 11:18:51
366,218,10,absent,,[],组织有序,2025-06-13 11:18:51
367,805,7,applied,A,"[943, 1122, 470]",氛围不错,2025-07-14 11:18:51
368,1253,6,absent,B,"[254, 1207, 1649]",活动很棒,2025-09-05 11:18:51
369,134,6,rejected,,[1569],,2025-08-08 11:18:51
370,1038,9,absent,A,"[654, 736, 1538]",活动很棒,2025-08-27 11:18:51
371,811,7,absent,,"[1442, 703, 1209]",活动很棒,2025-07-17 11:18:51
372,1705,3,absent,A,"[336, 793, 1190]",,2025-08-23 11:18:51
373,567,9,applied,,"[1260, 1335]",氛围不错,2025-07-15 11:18:51
374,1687,7,absent,A,"[602, 1401, 212]",活动很棒,2025-06-22 11:18:51
375,703,7,approved,A,[],活动很棒,2025-06-12 11:18:51
376,637,1,applied,C,[],活动很棒,2025-08-05 11:18:51
377,849,7,rejected,C,"[1976, 900, 1182]",活动很棒,2025-08-05 11:18:51
378,166,10,rejected,A,"[336, 714, 1622]",组织有序,2025-07-02 11:18:51
379,1869,8,absent,C,[1802],组织有序,2025-09-08 11:18:51
380,426,1,checked_in,B,[1783],,2025-07-11 11:18:51
381,765,5,rejected,C,"[67, 122]",活动很棒,2025-08-09 11:18:51
382,790,5,absent,C,[],氛围不错,2025-08-25 11:18:51
383,645,10,absent,A,"[214, 724]",,2025-08-16 11:18:51
384,1565,8,rejected,A,[],活动很棒,2025-09-02 11:18:51
385,529,6,absent,C,[640],,2025-06-14 11:18:51
386,1835,8,applied,C,"[455, 1977, 1895]",,2025-06-23 11:18:51
387,1630,10,checked_in,B,[],氛围不错,2025-08-08 11:18:51
388,752,9,rejected,,"[761, 1707]",氛围不错,2025-08-22 11:18:51
389,163,3,absent,A,[592],氛围不错,2025-07-17 11:18:51
