id,user_id,coupon_code,status,expire_at,created_at
90,465,CPN3SULKW,expired,2025-11-14 11:18:51,2025-08-17 11:18:51
91,468,CPNRNPO1L,expired,2025-10-24 11:18:51,2025-07-08 11:18:51
92,469,CPN9HCYMY,used,2025-10-23 11:18:51,2025-07-06 11:18:51
93,478,CPNYC28WK,unused,2026-01-04 11:18:51,2025-08-03 11:18:51
94,480,CPNXDRMRE,used,2025-10-17 11:18:51,2025-07-18 11:18:51
95,487,CPN29UBXK,expired,2025-12-13 11:18:51,2025-09-06 11:18:51
96,490,CPN3PW2KZ,expired,2025-12-27 11:18:51,2025-08-25 11:18:51
97,492,CPN4LSCLS,expired,2025-12-31 11:18:51,2025-07-09 11:18:51
98,493,CPNKDCC2K,expired,2025-12-11 11:18:51,2025-08-04 11:18:51
99,496,CPNF2N0VH,expired,2025-12-08 11:18:51,2025-06-23 11:18:51
100,498,CPNGNUSMQ,used,2025-12-22 11:18:51,2025-08-15 11:18:51
101,499,CPNX53K1X,unused,2025-12-30 11:18:51,2025-09-08 11:18:51
102,509,CPN5NDST4,expired,2025-10-18 11:18:51,2025-09-10 11:18:51
103,513,CPNR0VNDP,unused,2025-11-06 11:18:51,2025-08-28 11:18:51
104,516,CPNKOFC2F,expired,2025-12-30 11:18:51,2025-07-10 11:18:51
105,523,CPNJFF1F8,expired,2025-11-10 11:18:51,2025-08-06 11:18:51
106,526,CPNE6KR6W,unused,2025-12-24 11:18:51,2025-08-08 11:18:51
107,528,CPNW4LNX3,expired,2026-01-05 11:18:51,2025-08-01 11:18:51
108,532,CPNNXHP5V,unused,2025-11-28 11:18:51,2025-07-04 11:18:51
109,534,CPNATTL6D,unused,2026-01-03 11:18:51,2025-07-25 11:18:51
110,538,CPNHAS2O2,unused,2025-10-26 11:18:51,2025-08-22 11:18:51
111,539,CPN8M9OZW,expired,2025-10-24 11:18:51,2025-08-23 11:18:51
112,542,CPNVXIHHX,used,2025-12-15 11:18:51,2025-07-17 11:18:51
113,545,CPN0OMEWV,unused,2025-12-27 11:18:51,2025-07-15 11:18:51
114,551,CPNLJRPYO,unused,2025-12-21 11:18:51,2025-08-10 11:18:51
115,557,CPNDPQP2Z,used,2025-12-26 11:18:51,2025-07-27 11:18:51
116,560,CPNERNFXS,expired,2025-12-23 11:18:51,2025-07-28 11:18:51
117,566,CPNCQX07A,expired,2025-12-01 11:18:51,2025-07-30 11:18:51
118,572,CPNSLG1SX,expired,2025-12-15 11:18:51,2025-07-20 11:18:51
119,575,CPND6LA42,used,2025-12-11 11:18:51,2025-07-03 11:18:51
120,576,CPNDDKBTA,unused,2025-12-16 11:18:51,2025-07-29 11:18:51
121,578,CPNLWLQPA,unused,2025-12-11 11:18:51,2025-07-23 11:18:51
122,583,CPNKY986T,used,2025-12-24 11:18:51,2025-09-04 11:18:51
123,585,CPNJIQVAK,unused,2025-11-28 11:18:51,2025-07-22 11:18:51
124,596,CPNJCOIR2,used,2026-01-04 11:18:51,2025-06-24 11:18:51
125,597,CPN37OUDW,expired,2025-10-26 11:18:51,2025-07-14 11:18:51
126,605,CPNN8RS3A,unused,2025-11-25 11:18:51,2025-07-16 11:18:51
127,608,CPNUCD1KP,unused,2026-01-05 11:18:51,2025-07-04 11:18:51
128,609,CPNWL2R8S,expired,2025-12-03 11:18:51,2025-07-05 11:18:51
129,620,CPN7JO4QI,used,2025-12-02 11:18:51,2025-09-05 11:18:51
130,624,CPN8V6MF9,expired,2025-12-07 11:18:51,2025-07-12 11:18:51
131,643,CPN32IUY6,unused,2025-12-13 11:18:51,2025-07-24 11:18:51
132,649,CPNJME930,unused,2025-11-08 11:18:51,2025-09-03 11:18:51
133,653,CPN2YB230,expired,2025-11-25 11:18:51,2025-06-21 11:18:51
134,654,CPNDFAYSP,used,2025-12-07 11:18:51,2025-08-20 11:18:51
135,657,CPNPT11CQ,expired,2025-11-10 11:18:51,2025-06-16 11:18:51
136,658,CPNH9EHNZ,expired,2025-10-23 11:18:51,2025-07-19 11:18:51
137,683,CPN09LBLS,used,2025-12-17 11:18:51,2025-07-25 11:18:51
138,684,CPNG6UDC3,unused,2025-10-30 11:18:51,2025-08-18 11:18:51
139,685,CPN60WHTK,expired,2025-11-03 11:18:51,2025-09-08 11:18:51
140,686,CPN8ZT2GO,expired,2025-12-11 11:18:51,2025-08-18 11:18:51
141,689,CPNNJ3VQB,used,2025-12-29 11:18:51,2025-06-15 11:18:51
142,690,CPNNZ9URI,unused,2026-01-01 11:18:51,2025-06-27 11:18:51
143,694,CPNNHLTHT,used,2025-12-01 11:18:51,2025-08-07 11:18:51
144,700,CPN1T1G3C,unused,2025-12-15 11:18:51,2025-06-23 11:18:51
145,703,CPNICIHQA,unused,2025-12-27 11:18:51,2025-09-05 11:18:51
146,705,CPNTLVYGS,unused,2025-10-29 11:18:51,2025-06-24 11:18:51
147,720,CPNN2D0B2,expired,2025-10-22 11:18:51,2025-08-30 11:18:51
148,721,CPNJ0YDZ7,used,2025-12-05 11:18:51,2025-07-31 11:18:51
149,724,CPNWCHV9H,expired,2025-10-20 11:18:51,2025-06-22 11:18:51
150,727,CPN6QMHBQ,expired,2025-12-28 11:18:51,2025-07-13 11:18:51
151,730,CPNWSUM0I,expired,2025-12-05 11:18:51,2025-07-10 11:18:51
152,738,CPNLJQQBC,used,2025-11-11 11:18:51,2025-06-12 11:18:51
153,740,CPNDTJ58D,used,2025-10-18 11:18:51,2025-06-29 11:18:51
154,742,CPNLY8GO0,used,2025-10-29 11:18:51,2025-07-14 11:18:51
155,757,CPNRPIJDI,unused,2025-11-22 11:18:51,2025-06-24 11:18:51
156,760,CPN6LJMIF,used,2025-11-18 11:18:51,2025-07-02 11:18:51
157,767,CPNYY8ZD8,unused,2025-12-23 11:18:51,2025-07-31 11:18:51
158,769,CPNZFAO04,used,2025-11-15 11:18:51,2025-08-15 11:18:51
159,779,CPNAB8C8T,expired,2025-11-06 11:18:51,2025-08-18 11:18:51
160,785,CPNTSK9NF,unused,2025-12-16 11:18:51,2025-08-03 11:18:51
161,786,CPN086FVR,expired,2025-12-01 11:18:51,2025-08-31 11:18:51
162,787,CPNUZ7TSN,used,2025-10-24 11:18:51,2025-08-11 11:18:51
163,793,CPNTR74FV,expired,2025-11-04 11:18:51,2025-09-01 11:18:51
164,804,CPN7JOX8I,used,2025-11-13 11:18:51,2025-06-27 11:18:51
165,810,CPN6HET0H,expired,2025-11-16 11:18:51,2025-08-28 11:18:51
166,823,CPNBX2SYC,used,2026-01-08 11:18:51,2025-08-27 11:18:51
167,833,CPNX15PT5,unused,2025-11-28 11:18:51,2025-08-25 11:18:51
168,835,CPN9ALKMS,unused,2026-01-08 11:18:51,2025-08-19 11:18:51
169,836,CPN1UWKY6,unused,2025-11-13 11:18:51,2025-09-01 11:18:51
170,846,CPN39UP10,expired,2025-11-28 11:18:51,2025-08-03 11:18:51
171,850,CPNEYXL5N,used,2025-12-28 11:18:51,2025-07-15 11:18:51
172,856,CPN8P8Y2A,unused,2025-11-16 11:18:51,2025-07-03 11:18:51
173,857,CPNG798V6,expired,2025-11-26 11:18:51,2025-07-09 11:18:51
174,859,CPNYAPWOO,used,2025-11-02 11:18:51,2025-07-07 11:18:51
175,861,CPNRU9MUC,used,2026-01-07 11:18:51,2025-07-09 11:18:51
176,871,CPN1HQCOB,used,2025-11-16 11:18:51,2025-09-03 11:18:51
177,872,CPNG9A48F,expired,2025-12-11 11:18:51,2025-08-13 11:18:51
178,873,CPNFZ0F7C,expired,2025-11-06 11:18:51,2025-06-12 11:18:51
179,878,CPNUR9Q54,unused,2025-11-18 11:18:51,2025-08-21 11:18:51
180,879,CPNLV3CUR,expired,2026-01-01 11:18:51,2025-06-25 11:18:51
181,883,CPN5Q14YS,used,2025-12-17 11:18:51,2025-06-23 11:18:51
182,887,CPNLL1CIT,used,2025-10-23 11:18:51,2025-08-25 11:18:51
183,891,CPNS9NPQB,used,2025-11-28 11:18:51,2025-07-23 11:18:51
184,900,CPNO600ZJ,expired,2025-12-27 11:18:51,2025-07-04 11:18:51
185,901,CPNFNJX13,expired,2025-11-27 11:18:51,2025-08-24 11:18:51
186,908,CPNOVG7CB,used,2025-12-12 11:18:51,2025-06-23 11:18:51
187,909,CPNOWVXCG,expired,2025-11-21 11:18:51,2025-08-24 11:18:51
188,913,CPNLUB58Q,used,2025-12-13 11:18:51,2025-07-28 11:18:51
189,914,CPN7F96WQ,expired,2025-11-10 11:18:51,2025-07-07 11:18:51
190,915,CPNPEU5TF,expired,2025-12-05 11:18:51,2025-08-03 11:18:51
191,917,CPNTJ8QOX,used,2026-01-03 11:18:51,2025-07-16 11:18:51
192,918,CPN3E1U9Q,used,2026-01-01 11:18:51,2025-08-01 11:18:51
193,919,CPNYGXSKP,used,2025-10-31 11:18:51,2025-06-21 11:18:51
194,923,CPNS3EQWQ,used,2025-11-07 11:18:51,2025-06-28 11:18:51
195,927,CPNE764QN,unused,2025-11-12 11:18:51,2025-06-24 11:18:51
196,928,CPNUERGLE,expired,2025-11-30 11:18:51,2025-07-05 11:18:51
197,930,CPNAV6HBY,unused,2025-10-18 11:18:51,2025-07-19 11:18:51
198,931,CPNJISWJP,expired,2025-12-26 11:18:51,2025-08-16 11:18:51
199,932,CPNJ7YKFV,used,2025-11-02 11:18:51,2025-07-08 11:18:51
200,950,CPNAV6ANB,unused,2025-10-26 11:18:51,2025-07-31 11:18:51
201,976,CPN6AUTSD,used,2025-11-18 11:18:51,2025-06-19 11:18:51
202,979,CPN9E5XZ4,used,2026-01-08 11:18:51,2025-08-26 11:18:51
203,1001,CPN1SIRPM,used,2025-11-18 11:18:51,2025-08-18 11:18:51
204,1002,CPNFIV88F,unused,2026-01-08 11:18:51,2025-08-26 11:18:51
205,1016,CPNBGKNVD,expired,2025-12-23 11:18:51,2025-07-22 11:18:51
206,1018,CPNK3J8DT,used,2025-10-29 11:18:51,2025-06-28 11:18:51
207,1032,CPNV4XCO7,expired,2025-12-22 11:18:51,2025-09-09 11:18:51
208,1034,CPN7M0IT1,unused,2025-11-14 11:18:51,2025-07-04 11:18:51
209,1051,CPNFOWCSA,used,2025-12-27 11:18:51,2025-08-06 11:18:51
210,1053,CPNFFN1PO,unused,2025-11-13 11:18:51,2025-06-26 11:18:51
211,1065,CPN0PIB6J,expired,2025-12-14 11:18:51,2025-06-27 11:18:51
212,1083,CPNSE0HF1,expired,2025-12-09 11:18:51,2025-07-29 11:18:51
213,1084,CPNV0KD13,used,2025-11-08 11:18:51,2025-08-24 11:18:51
214,1086,CPNMGV0LU,expired,2025-12-05 11:18:51,2025-08-12 11:18:51
215,1090,CPNJ27HGH,used,2025-11-20 11:18:51,2025-06-15 11:18:51
216,1093,CPNFL7RQ8,unused,2025-11-10 11:18:51,2025-08-24 11:18:51
217,1094,CPN5BQZXD,expired,2026-01-04 11:18:51,2025-07-23 11:18:51
218,1103,CPN7IKAXP,expired,2025-12-18 11:18:51,2025-08-14 11:18:51
219,1110,CPNYDYPVY,unused,2025-12-21 11:18:51,2025-06-14 11:18:51
220,1119,CPNERF2T2,expired,2025-12-18 11:18:51,2025-08-27 11:18:51
221,1127,CPNUO4N4S,used,2025-11-04 11:18:51,2025-06-29 11:18:51
222,1131,CPNF6RA5B,expired,2025-11-30 11:18:51,2025-07-23 11:18:51
223,1149,CPNGMTQKK,expired,2026-01-07 11:18:51,2025-08-03 11:18:51
224,1150,CPNOITO8A,expired,2025-12-12 11:18:51,2025-07-10 11:18:51
225,1155,CPNWASU8F,used,2025-11-13 11:18:51,2025-09-04 11:18:51
226,1163,CPNJXBMTN,used,2025-11-10 11:18:51,2025-07-26 11:18:51
227,1165,CPNKJY86F,used,2026-01-02 11:18:51,2025-06-19 11:18:51
228,1167,CPNWSU99D,used,2025-11-27 11:18:51,2025-07-28 11:18:51
229,1172,CPN4ULIBI,expired,2025-11-25 11:18:51,2025-06-19 11:18:51
230,1184,CPNSR0XUH,expired,2025-11-12 11:18:51,2025-07-21 11:18:51
231,1188,CPNSI9J3D,expired,2025-11-09 11:18:51,2025-06-28 11:18:51
232,1191,CPNHO0V0O,used,2025-12-12 11:18:51,2025-07-09 11:18:51
233,1193,CPNP8E4SS,unused,2025-12-24 11:18:51,2025-07-09 11:18:51
234,1195,CPNLUUWYE,expired,2025-11-13 11:18:51,2025-07-11 11:18:51
235,1196,CPNYSD2QF,used,2025-10-23 11:18:51,2025-07-02 11:18:51
236,1199,CPNZU0ZXV,expired,2025-12-12 11:18:51,2025-08-12 11:18:51
237,1200,CPN4B613H,used,2025-10-19 11:18:51,2025-09-05 11:18:51
238,1211,CPNWLGMFT,expired,2025-11-05 11:18:51,2025-09-06 11:18:51
239,1215,CPNBLUXTF,unused,2025-12-13 11:18:51,2025-06-19 11:18:51
240,1220,CPNOB6DBF,expired,2025-10-24 11:18:51,2025-09-02 11:18:51
241,1224,CPNXA5GY4,used,2025-10-22 11:18:51,2025-09-10 11:18:51
242,1234,CPNF164DD,expired,2025-12-27 11:18:51,2025-09-01 11:18:51
243,1237,CPNBDODLY,unused,2026-01-02 11:18:51,2025-07-02 11:18:51
244,1239,CPNS937SN,expired,2025-10-29 11:18:51,2025-06-24 11:18:51
245,1241,CPNV7240S,unused,2025-12-17 11:18:51,2025-06-23 11:18:51
246,1244,CPNCY5KXM,used,2025-10-30 11:18:51,2025-09-02 11:18:51
247,1245,CPNYMB3DJ,used,2025-10-19 11:18:51,2025-07-29 11:18:51
248,1247,CPNQRJWP5,used,2026-01-01 11:18:51,2025-07-24 11:18:51
249,1248,CPNE4MZKQ,unused,2025-12-21 11:18:51,2025-09-02 11:18:51
250,1255,CPNKLH4X3,expired,2025-10-23 11:18:51,2025-06-18 11:18:51
251,1263,CPNJ1X2FY,expired,2025-11-01 11:18:51,2025-08-16 11:18:51
252,1264,CPNQNXKLE,used,2025-11-26 11:18:51,2025-07-26 11:18:51
253,1266,CPN8FZPCC,used,2025-12-08 11:18:51,2025-09-08 11:18:51
254,1270,CPNIM6TOK,used,2026-01-07 11:18:51,2025-07-10 11:18:51
255,1278,CPNUAUPI0,used,2025-11-10 11:18:51,2025-08-03 11:18:51
256,1282,CPN5HQMFM,unused,2025-12-24 11:18:51,2025-06-16 11:18:51
257,1297,CPNAEFJYR,used,2025-11-14 11:18:51,2025-07-05 11:18:51
258,1304,CPNZWANJF,used,2026-01-08 11:18:51,2025-06-12 11:18:51
259,1311,CPNG7BVVT,unused,2025-11-19 11:18:51,2025-07-25 11:18:51
260,1317,CPN4KWYPD,used,2025-11-20 11:18:51,2025-07-06 11:18:51
261,1320,CPN1KZE1M,expired,2026-01-02 11:18:51,2025-06-22 11:18:51
262,1334,CPN0WYVPK,unused,2026-01-08 11:18:51,2025-07-16 11:18:51
263,1349,CPNEM3KMC,unused,2025-12-19 11:18:51,2025-08-24 11:18:51
264,1350,CPNHJ9IVC,expired,2025-12-23 11:18:51,2025-08-10 11:18:51
265,1353,CPNEFJYFN,unused,2025-11-07 11:18:51,2025-08-22 11:18:51
266,1354,CPNM5A7GS,expired,2025-11-30 11:18:51,2025-07-06 11:18:51
267,1357,CPNWTMBMO,unused,2025-12-21 11:18:51,2025-07-23 11:18:51
268,1358,CPNGWHHE6,unused,2025-11-18 11:18:51,2025-06-15 11:18:51
269,1359,CPNC1K7H8,expired,2026-01-02 11:18:51,2025-09-03 11:18:51
270,1367,CPN8LSL59,unused,2025-12-11 11:18:51,2025-06-26 11:18:51
271,1371,CPN37D3TM,expired,2025-11-23 11:18:51,2025-07-30 11:18:51
272,1374,CPNRE8LR9,unused,2025-11-29 11:18:51,2025-07-01 11:18:51
273,1376,CPNPG3L2L,used,2025-12-05 11:18:51,2025-07-19 11:18:51
274,1381,CPN5Y4YS4,expired,2025-12-23 11:18:51,2025-08-24 11:18:51
275,1403,CPNELGBMD,unused,2025-12-16 11:18:51,2025-07-25 11:18:51
276,1409,CPN9FTKGW,expired,2025-12-21 11:18:51,2025-07-04 11:18:51
277,1417,CPN4Z5XRY,expired,2025-11-28 11:18:51,2025-06-21 11:18:51
278,1418,CPN5CM9B5,expired,2025-12-02 11:18:51,2025-07-25 11:18:51
279,1419,CPNB7UOGU,used,2026-01-03 11:18:51,2025-08-28 11:18:51
280,1425,CPNVB1C86,unused,2025-11-29 11:18:51,2025-06-21 11:18:51
281,1426,CPNYM38VW,expired,2025-12-24 11:18:51,2025-08-24 11:18:51
282,1430,CPNVE2298,expired,2025-12-23 11:18:51,2025-07-10 11:18:51
283,1431,CPNVLGTTA,expired,2025-10-22 11:18:51,2025-06-20 11:18:51
284,1438,CPNCZ6GOT,expired,2025-11-25 11:18:51,2025-08-16 11:18:51
285,1440,CPN08AW84,expired,2025-12-31 11:18:51,2025-08-05 11:18:51
286,1446,CPNV9DKO9,expired,2025-12-10 11:18:51,2025-06-16 11:18:51
287,1449,CPN28SM8D,used,2025-11-17 11:18:51,2025-07-07 11:18:51
288,1455,CPNZHCI8B,unused,2025-11-14 11:18:51,2025-09-03 11:18:51
289,1468,CPNLSOSKD,used,2025-10-27 11:18:51,2025-07-30 11:18:51
290,1470,CPNVWD2UN,unused,2025-10-31 11:18:51,2025-07-22 11:18:51
291,1471,CPNENS28T,used,2025-12-28 11:18:51,2025-06-20 11:18:51
292,1476,CPNI5BBOD,used,2025-12-19 11:18:51,2025-09-08 11:18:51
293,1477,CPNPK8UMQ,unused,2025-10-19 11:18:51,2025-08-28 11:18:51
294,1480,CPNJ6LNXU,expired,2025-12-16 11:18:51,2025-08-23 11:18:51
295,1481,CPNW96GIY,expired,2025-10-22 11:18:51,2025-08-14 11:18:51
296,1482,CPNR6Y2GA,expired,2025-12-24 11:18:51,2025-09-09 11:18:51
297,1486,CPN818YTF,unused,2025-12-24 11:18:51,2025-07-17 11:18:51
298,1495,CPNYPV9RO,used,2025-12-18 11:18:51,2025-09-01 11:18:51
299,1498,CPNPI8AOU,unused,2025-10-29 11:18:51,2025-08-26 11:18:51
300,1507,CPNKMYM5R,expired,2025-12-17 11:18:51,2025-09-07 11:18:51
301,1513,CPNIILL6D,used,2025-11-20 11:18:51,2025-07-20 11:18:51
302,1515,CPNXI1DDO,expired,2025-10-19 11:18:51,2025-09-01 11:18:51
303,1519,CPNZ9OOT2,used,2025-12-14 11:18:51,2025-08-13 11:18:51
304,1522,CPN586IR6,expired,2025-12-10 11:18:51,2025-08-21 11:18:51
305,1523,CPNCBR53Y,unused,2026-01-08 11:18:51,2025-07-06 11:18:51
306,1530,CPN2M1RBX,expired,2025-10-30 11:18:51,2025-09-05 11:18:51
307,1531,CPNJZ8WHC,expired,2025-12-30 11:18:51,2025-07-18 11:18:51
308,1532,CPNY04TJX,used,2025-11-14 11:18:51,2025-08-29 11:18:51
309,1534,CPN8Y4ZYY,used,2026-01-04 11:18:51,2025-08-22 11:18:51
310,1539,CPN00G5KE,used,2026-01-01 11:18:51,2025-07-22 11:18:51
311,1540,CPNMB772F,unused,2025-11-29 11:18:51,2025-06-24 11:18:51
312,1546,CPNVGSRRO,used,2025-10-19 11:18:51,2025-07-11 11:18:51
313,1566,CPNA0UT8G,expired,2025-11-10 11:18:51,2025-07-16 11:18:51
314,1573,CPN71Z5EW,expired,2025-11-25 11:18:51,2025-08-20 11:18:51
315,1578,CPN5I7V3X,used,2025-12-31 11:18:51,2025-08-31 11:18:51
316,1589,CPNIL2M3Z,unused,2025-10-21 11:18:51,2025-07-15 11:18:51
317,1594,CPN7W0J27,used,2025-12-19 11:18:51,2025-09-02 11:18:51
318,1597,CPNTZLKQR,used,2025-12-01 11:18:51,2025-06-25 11:18:51
319,1602,CPNPNH0HC,used,2025-10-25 11:18:51,2025-06-22 11:18:51
320,1606,CPNN8H402,unused,2025-11-06 11:18:51,2025-09-07 11:18:51
321,1611,CPNMXQPPL,expired,2025-11-27 11:18:51,2025-06-15 11:18:51
322,1617,CPNS38IEK,expired,2025-11-11 11:18:51,2025-08-03 11:18:51
323,1620,CPNVR97LS,used,2025-11-24 11:18:51,2025-08-16 11:18:51
324,1623,CPNOY4RZE,used,2025-12-15 11:18:51,2025-07-23 11:18:51
325,1624,CPNWQC5F0,used,2025-10-23 11:18:51,2025-09-03 11:18:51
326,1625,CPN4XD4O5,expired,2025-12-31 11:18:51,2025-08-16 11:18:51
